,descricao_objeto,modalidade licitatoria,processo,objeto,valor_estimado,tipo,texto
88,,nPREGAO,00055.00150196/2018-01," aquisicao\npor ata de registro de preco, de uniformes a serem utilizados pelos servidores e estagiarios do\nDepartamento de Transito do Distrito Federal no desempenho de suas atividades, de acordo com as\ncondicoes, especificacoes, quantitativos, exigencias e estimativas estabelecidas neste Termo de Referencia\ne seus anexos, constante do ANEXO A DO EDITAL",," Menor Preco por lote/item; objeto: aquisicao\npor ata de registro de preco, de uniformes a serem utilizados pelos servidores e estagiarios do\nDepartamento de Transito do Distrito Federal no desempenho de suas atividades, de acordo com as\ncondicoes, especificacoes, quantitativos, exigencias e estimativas estabelecidas neste Termo de Referencia\ne seus anexos, constante do ANEXO A DO EDITAL","('\nPREGAO ELETRONICO No 01/2019\nEncontra-se a disposicao dos interessados, no site www.comprasgovernamentais.gov.br, o seguinte\nEdital:\nProcesso: 00055.00150196/2018-01. UASG: 926142; Tipo: Menor Preco por lote/item; objeto: aquisicao\npor ata de registro de preco, de uniformes a serem utilizados pelos servidores e estagiarios do\nDepartamento de Transito do Distrito Federal no desempenho de suas atividades, de acordo com as\ncondicoes, especificacoes, quantitativos, exigencias e estimativas estabelecidas neste Termo de Referencia\ne seus anexos, constante do ANEXO A DO EDITAL. Abertura: 09 de dezembro de 2019 as 14h. Valor\nunitario item 1 R$ 27,63;item 2 R$ 27,63; item 3 R$ 34,60;Item 4 R$ 40,52;item 5 R$ 37,94;item 6 R$\n60,54;item 7 R$ 44,94;item 8 R$ 123,98; item 9 R$ 386,88;item 10 R$ 34,15;item 11 R$ 32,14;item 12\nR$ 44, 63; item 13 R$ 42,05 item 14 R$ 45,58. As empresas e ou representantes que adquirirem o edital\nobrigam-se a acompanhar o Diario Oficial da Uniao sobre possiveis alteracoes. Mais informacoes na\nGerencia de Licitacao - tel. (61) 3343-5180', '')"
89,,nPREGAO,00060-00531634/2018-23," Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E\nMATERIAIS ESPECIAIS (OPME) -GRAMPEADORES E CARGAS, com materiais contemplados e\nnao contemplados na Tabela SUS DE OPME do Ministerio da Saude, para atender as necessidades\nda Secretaria de Saude - DF, conforme especificacoes e quantitativos constantes no Anexo I deste\nEdital", 1.508.321,,"('\nPREGAO ELETRONICO POR SRP No 113/2019 - UASG 926119\nObjeto: Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E\nMATERIAIS ESPECIAIS (OPME) -GRAMPEADORES E CARGAS, com materiais contemplados e\nnao contemplados na Tabela SUS DE OPME do Ministerio da Saude, para atender as necessidades\nda Secretaria de Saude - DF, conforme especificacoes e quantitativos constantes no Anexo I deste\nEdital. Processo SEI no: 00060-00531634/2018-23. Total de 10 itens (Ampla concorrencia, cota\nreservada e itens exclusivos as ME/EPP). Valor Estimado: R$ 1.508.321,2150. Cadastro das Propostas:\na partir de 22/11/2019. Abertura das Propostas: 04/12/2019, as 9 horas, horario de Brasilia, no site\nwww.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no\nendereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1\nandar, sala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
90,,nPREGAO,00053-00071037/2019-70," Contratacao de empresa\nhomologada pela Agencia Nacional de Aviacao Civil (ANAC), nos termos do RBAC 145, para prestacao\nde servicos de 1 e 2 niveis de manutencao (preventivas e corretivas), pertencentes ao CBMDF, conforme\nEdital e anexos",, Menor preco,"('', '\nPREGAO ELETRONICO 62/2019\nProcesso:00053-00071037/2019-70/CBMDF; Tipo: Menor preco. OBJETO: Contratacao de empresa\nhomologada pela Agencia Nacional de Aviacao Civil (ANAC), nos termos do RBAC 145, para prestacao\nde servicos de 1 e 2 niveis de manutencao (preventivas e corretivas), pertencentes ao CBMDF, conforme\nEdital e anexos. O DICOA informa a NOVA ABERTURA da licitacao publicada no DODF No 208 e DOU\nNo 211 ambos de 31/10/2019, para o dia 28/11/2019 as 13:30h. LOCAL: site: www. c o m p r a s n e t . g o v. b r')"
91,,nPREGAO,00054-00044292/2019-11," Registro de Precos para contratacao de escola\nhomologada pela Agencia Nacional de Aviacao Civil - ANAC para ministrar instrucoes de voo por\ninstrumentos (IFR) em helicoptero aos Oficiais da Policia Militar do Distrito Federal, conforme\nespecificacoes contidas no Anexo ""I"" do Edital",,,"('\nPREGAO ELETRONICO No 43/2019\nProcesso: 00054-00044292/2019-11. O Departamento de Logistica e Financas da Policia Militar do Distrito\nFederal torna publico aos interessados a nova data de abertura do certame em epigrafe, para o dia\n26/11/2019 as 14h (horario de Brasilia/DF). Objeto: Registro de Precos para contratacao de escola\nhomologada pela Agencia Nacional de Aviacao Civil - ANAC para ministrar instrucoes de voo por\ninstrumentos (IFR) em helicoptero aos Oficiais da Policia Militar do Distrito Federal, conforme\nespecificacoes contidas no Anexo ""I"" do Edital. Informacoes: sitio www.com p r a s g o v e r n a m e n t a i s . g o v. b r,\nUASG: 926016 e em www.pm.df.gov.br. Telefones: 3190-5557', '')"
92,,nPREGAO,," Aquisicao regular do medicamento METOTREXATO SOLUCAO INJETAVEL 50 MG FRASCO\nAMPOLA 2 ML e outros, em sistema de registro de precos, para atender as necessidades da Secretaria de Saude\n- DF, conforme especificacoes e quantitativos constantes no anexo I do edital",,,"('\nPREGAO ELETRONICO POR SRP No 230/2019 - UASG 926119\nObjeto: Aquisicao regular do medicamento METOTREXATO SOLUCAO INJETAVEL 50 MG FRASCO\nAMPOLA 2 ML e outros, em sistema de registro de precos, para atender as necessidades da Secretaria de Saude\n- DF, conforme especificacoes e quantitativos constantes no anexo I do edital. Processo SEI no: 00060-\n00063376/2019-20. Total de 17 itens (ampla concorrencia, exclusivo as ME/EPP e cota reserva as ME/EPP)', '')"
93,,PREGAO,00095-00002038/2019-79,,," Menor Valor, para\no dia 28 de fevereiro de 2020, atraves da plataforma https://www","(' DE LICITACAO\nProcesso Licitatorio: 00095-00002038/2019-79 Modalidade: PREGAO ELETRONICO No 14/2019, SRP\nNo 10/2019. A Sociedade de Transportes Coletivos de Brasilia - TCB, atraves do Pregoeiro, torna publico\nque fara reabertura da licitacao Pregao Eletronico no 14/2019, SRP no 10/2019 do tipo Menor Valor, para\no dia 28 de fevereiro de 2020, atraves da plataforma https://www.comprasgov e r n a m e n t a i s . g o v. b r / ', '')"
94,,nPREGAO,010.849," Aquisicao de 50 (cinquenta) Monitores Multiparametricos Simples (para afericao de ECG /\nRESPIRACAO / PRESSAO NAO INVASIVA / OXIMETRIA / TEMPERATURA), ACRESCIDO DE 30\nMONITORES MULTIPARAMETRICOS PADRAO BASICO, COM AS FUNCOES S DE MEDIDA DE\nPRESSAO INVASIVA E CAPNOGRAFIA, conforme especificacoes e quantitativos constantes no Anexo\nI deste Edital", 3.227.342,,"('\nPREGAO ELETRONICO POR SRP No 365/2018 - UASG 926119\nObjeto: Aquisicao de 50 (cinquenta) Monitores Multiparametricos Simples (para afericao de ECG /\nRESPIRACAO / PRESSAO NAO INVASIVA / OXIMETRIA / TEMPERATURA), ACRESCIDO DE 30\nMONITORES MULTIPARAMETRICOS PADRAO BASICO, COM AS FUNCOES S DE MEDIDA DE\nPRESSAO INVASIVA E CAPNOGRAFIA, conforme especificacoes e quantitativos constantes no Anexo\nI deste Edital. Processo no: 060-010.849/2016. Total de 04 itens (Ampla concorrencia com cotas as\nME/EPP). Valor Estimado: R$ 3.227.342,9350. Cadastro das Propostas: a partir de 14/02/2020. Abertura\ndas Propostas: 02/03/2020, as 09 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital\nencontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas\nNorte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83, Central de Compras da SUAG/SES,\nCEP 70770-200, Brasilia/DF', '')"
95,,PREGAO,00392-00012129/2019-68," Contratacao de empresa especializada para a prestacao de servicos\nde tratamento de dados dos Contratos de Financiamento Habitacional da CODHAB/DF, com vistas a\nDepuracao-Habilitacao/Homologacao-Validacao/Novacao  de  creditos da  CODHAB-DF,  conforme\nespecificacoes constantes no Anexo I deste Edital",,,"(' DA LICITACAO PREGAO ELETRONICO No 01/2020\nA Companhia de Desenvolvimento Habitacional do Distrito Federal - CODHAB/DF, no uso de suas\natribuicoes, torna publico o Aviso de reabertura da Licitacao do Pregao Eletronico No 01/2020- Processo:\n00392-00012129/2019-68, cujo OBJETO: Contratacao de empresa especializada para a prestacao de servicos\nde tratamento de dados dos Contratos de Financiamento Habitacional da CODHAB/DF, com vistas a\nDepuracao-Habilitacao/Homologacao-Validacao/Novacao  de  creditos da  CODHAB-DF,  conforme\nespecificacoes constantes no Anexo I deste Edital. RECEBIMENTO DAS DOCUMEN TA C O E S / P R O P O S TA\nATE: 09h59min do dia 12/03/2020 (horario de Brasilia), INICIO DA SESSAO: as 10h00min do dia 12/03/2020\n(horario de Brasilia). As documentacoes serao recebidas eletronicamente www.comprasnet.gov.br, o Edital\nestara disponivel no endereco eletronico http://www.codhab.df.gov.br', '')"
96,,nPREGAO,,,,,"('\nPREGAO ELETRONICO POR SRP No 221/2019 - UASG 926119\nObjeto: Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E MATERIAIS\nESPECIAIS (OPME) - GRAMPEADOR ENDOSCOPIO, RECARGAS e outros, nao contemplados na Tabela\nSUS DE OPME do Ministerio da Saude, para atender as demandas da area de Cirurgia Toracica, Cirurgia Geral,\nCirurgia Bariatrica, Cirurgia Pediatrica, Cirurgia Oncologica, Urologia, Ginecologia e Obstetricia e Proctologia,\nda Secretaria de Saude - DF, conforme especificacoes e quantitativos constantes no Anexo I deste Edital', '')"
97,,nPREGAO,00060.00271167/2019-58," Aquisicao regular dos produtos MODULO DE GOMA(S) ISOLADA(S) e \noutros, em sistema de registro de precos, para atender as necessidades da Secretaria \nde Saude  DF, conforme especificacoes e quantitativos constantes no Anexo I do \nEdital", 1.715.557,,"('\nPREGAO ELETRONICO POR SRP No 110/2020 - UASG 926119\nObjeto: Aquisicao regular dos produtos MODULO DE GOMA(S) ISOLADA(S) e \noutros, em sistema de registro de precos, para atender as necessidades da Secretaria \nde Saude  DF, conforme especificacoes e quantitativos constantes no Anexo I do \nEdital. Processo: 000060.00271167/2019-58. Total de 08 itens (Ampla concorrencia \ncom cotas as ME/EPP). Valor estimado R$ 1.715.557,6000. Cadastro das Propostas: \na partir de 07/05/2020. Abertura das Propostas: 19/05/2020 as 09 horas, horario de \nBrasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem \nonus, no site ou com onus no endereco: SAIN  Setor de Areas Isoladas Norte  \nParque Rural s/no - Asa Norte  Bloco A, 1 andar, sala 83, Central de Compras da \nSUAG/SES, CEP 70770-200, Brasilia/DF', '')"
98,,,," e contratacao de empresa especializada na \nReconstrucao do Centro de ensino Castello Branco (Ensino Infantil e Fundamental), \nlocalizado na EQ 20/23, area especial do setor oeste, Gama/RA IIDF; Em terreno de \n13.295,865 m2 e area construida de 5.601,64 m2, o lote cercado por muro, tem area de \nembarque/desembarque, acesso principal de pedestres e veiculos atraves de gradil \nmetalico e guarita com sanitario; A edificacao e composta por 04 blocos, sendo um de 2 \n(dois) pavimentos e os demais Terreo, interligados por passarelas cobertas, onde a \ncirculacao vertical e formada por 01 rampa e 03 escadas; Sao 22 salas de aula, 02 \nlaboratorios, salao multiuso, sala de leitura, sala de musica, sala sensora motora, sala \nmultimidia, cozinha industrial, refeitorio, Wcs, patios cobertos, alem de diversas salas \nadministrativas", 12.640.764,,"('\nCONCORRENCIA No 06/2020\nA COMISSAO PERMANENTE DE LICITACAO, DA SUBSECRETARIA DE \nADMINISTRACAO GERAL, DA SECRETARIA DE ESTADO DE EDUCACAO DO \nDISTRITO FEDERAL, comunica aos interessados que apos a autorizacao de \ncontinuidade proferida pela Decisao 1539/2020 TCDF, a reabertura procedimento \nlicitatorio em epigrafe, cujo objeto e contratacao de empresa especializada na \nReconstrucao do Centro de ensino Castello Branco (Ensino Infantil e Fundamental), \nlocalizado na EQ 20/23, area especial do setor oeste, Gama/RA IIDF; Em terreno de \n13.295,865 m2 e area construida de 5.601,64 m2, o lote cercado por muro, tem area de \nembarque/desembarque, acesso principal de pedestres e veiculos atraves de gradil \nmetalico e guarita com sanitario; A edificacao e composta por 04 blocos, sendo um de 2 \n(dois) pavimentos e os demais Terreo, interligados por passarelas cobertas, onde a \ncirculacao vertical e formada por 01 rampa e 03 escadas; Sao 22 salas de aula, 02 \nlaboratorios, salao multiuso, sala de leitura, sala de musica, sala sensora motora, sala \nmultimidia, cozinha industrial, refeitorio, Wcs, patios cobertos, alem de diversas salas \nadministrativas. Ainda contem estacionamento, patios descobertos para convivencia, \nparaciclos, bancos, mastro de bandeira, casa de bonecas, ducha infantil, parquinho, hortas, \narea verde, paisagismo, reservatorios dagua e central de gas. O projeto abrange tambem a \nadequacao de acessibilidade de um anfiteatro mantido, e a criacao de um bloco de \nvestiarios para apoio de quadra de esportes coberta existente, conforme Projeto Basico, \neste Edital e seus anexos, Area da obra 5.601,64 m2, referente ao processo n.o 00080-\n00203976/2019-62. Valor estimado de R$ 12.640.764,97 (doze milhoes, seiscentos e \nquarenta mil, setecentos e sessenta e quatro reais e noventa e sete centavos), O prazo de \nexecucao da obra e de 540 (quinhentos e quarenta) dias corridos, contados a partir da \nexpedicao da Ordem de Servico pela Subsecretaria de Infraestrutura e Apoio Educacional \ne/ou Diretoria de Engenharia (DIRED). A Vigencia Contratual e de 1620 (um mil e \nseiscentos e vinte) dias corridos. Os recursos financeiros correrao por conta do Programas \nde Trabalho 12.361.6221.3235.2724 - RECONSTRUCAO DE UNIDADES DE ENSINO \nFUNDAMENTAL-SECRETARIA  DE  ESTADO  DE  EDUCACAO-DISTRITO\nFEDERAL - OCA, natureza de despesa 4.4.90.51, fonte 100. A nova data de abertura do \nprocedimento fica definida para ocorrer no dia 16 de junho de 2020 as 10h00min. Os \narquivos contendo o edital, arquitetura, orcamento e topografia poderao ser retirados \nnosite  www.se.df.gov.br  -  ACESSO  A  INFORMACOES  -  LICITACOES  - \nCONCORRENCIAS, ou solicitados por intermedio do email dilicsedf@gmail.com. Os \nautos ficam com vistas franqueadas aos interessados', '')"
99,,,00400-00034420/2019-22,,,,"(' DE LICITACAO (*)\nEDITAL DE CONCORRENCIA No 01/2019\nO Distrito Federal, por intermedio da Secretaria de Estado de Justica e Cidadania torna publico que\nrealizara licitacao para  outorga de permissao de servicos  funerarios, na modalidade\nCONCORRENCIA:\n1) PROCESSO ADMINISTRATIVO SEI No: 00400-00034420/2019-22', '')"
100,,,,,,,"(' DE DISPENSA DE CHAMAMENTO PUBLICO\nA Subsecretaria de Assistencia Social  SUBSAS/SESDES, consoante o Parecer Tecnico no \n3/2020 - SEDES/SEADS/SUBSAS (37779603), comunica a Reabertura da Dispensa de \nChamamento Publico publicada no DODF Edicao Extra no 41-A, de 28/3/2020, p. 2, e no sitio \neletronico da Sedes, nos termos do art. 30, II, da Lei no 13.019/2014, referente a selecao de \norganizacao da sociedade civil para celebracao de termo de colaboracao com as seguintes \ncondicoes:\nObjeto: Servico de Protecao em Situacoes de Calamidades Publicas e de Emergencias, cuja \nfinalidade sera promover apoio e protecao a populacao em situacao de rua atingida pelas \nmedidas para enfrentamento do coronavirus, com a oferta de alojamentos provisorios, atencoes \ne provisoes materiais, conforme as necessidades detectada', '')"
101,,nPREGAO,00401-00026569/2019-18," aquisicao de material de expediente - papel para xerografia\nA4 para atender as necessidades da Defensoria Publica do Distrito Federal - DPDF, conforme\nespecificacoes, quantitativos e condicoes estabelecidas neste Edital e seus anexos, sendo o item 01 de\nampla concorrencia e cota exclusiva para o item 02",, de Licitacao: menor preco,"(' DE LICITACAO\nPREGAO ELETRONICO No 01/2020 - (UASG: 926314)\nProcesso: 00401-00026569/2019-18. Objeto: aquisicao de material de expediente - papel para xerografia\nA4 para atender as necessidades da Defensoria Publica do Distrito Federal - DPDF, conforme\nespecificacoes, quantitativos e condicoes estabelecidas neste Edital e seus anexos, sendo o item 01 de\nampla concorrencia e cota exclusiva para o item 02. A despesa com a execucao do objeto desta licitacao\ne estimada em R$ 145.760,64 (cento e quarenta e cinco mil setecentos e sessenta reais e sessenta e quatro\ncentavos). Tipo de Licitacao: menor preco. Data e horario de abertura do certame: as 14h00 do dia 20 de\nmarco de 2020. O Edital podera ser retirado nos enderecos eletronicos www.co m p r a s g o v e r n a m e n t a i s . g o v. b r\ne http://transparencia.defensoria.df.gov.br/. Informacoes pelo telefone: (61) 2196-4472', '')"
102,,,00400-00034420/2019-22,,,,"(' DE LICITACAO\nEDITAL DE CONCORRENCIA No 01/2019\nO Distrito Federal, por intermedio da Secretaria de Estado de Justica e Cidadania torna publico que\nrealizara  licitacao  para  outorga  de  permissao  de  servicos  funerarios,  na  modalidade\nCONCORRENCIA:\n1) PROCESSO ADMINISTRATIVO SEI No: 00400-00034420/2019-22', '')"
103,,nPREGAO,," Aquisicao de generos alimenticios pereciveis (Cortes Congelados de Frango - File de coxa e\nsobrecoxa de frango, File de peito de frango, Filet de frango sassami e Ovo de galinha) por meio de\nRegistro de Precos para o Programa de Alimentacao Escolar do Distrito Federal (PAE-DF), conforme\nespecificacoes e quantitativos constantes no Anexo I do Edital", 42.075.025,,"('\nPREGAO ELETRONICO SRP No 01/2020 - (UASG 450432)\nObjeto: Aquisicao de generos alimenticios pereciveis (Cortes Congelados de Frango - File de coxa e\nsobrecoxa de frango, File de peito de frango, Filet de frango sassami e Ovo de galinha) por meio de\nRegistro de Precos para o Programa de Alimentacao Escolar do Distrito Federal (PAE-DF), conforme\nespecificacoes e quantitativos constantes no Anexo I do Edital. Processo SEI no 00080-\n00136049/2019-20. Total de 32 itens. Valor total estimado: R$ 42.075.025,99 (quarenta e dois milhoes,\nsetenta e cinco mil, vinte e cinco reais e noventa e nove centavos). Cadastro das Propostas: a partir\nde 02/03/2020. Abertura das Propostas: 12/03/2020, as 10h, horario de Brasilia. O Edital podera ser\nretirado no endereco eletronico https://www.comprasgovernamentais.gov.br ou visualizado no site\nwww.se.df.gov.br /acesso a informacao / licitacoes / pregoes sistema registro de precos', '')"
104,,,," Servico de Protecao em Situacoes de Calamidades Publicas e de \nEmergencias, cuja finalidade sera promover apoio e protecao a populacao em situacao de rua \natingida pelas medidas para enfrentamento do coronavirus, com a oferta de alojamentos \nprovisorios, atencoes e provisoes materiais, conforme as necessidades detectada",,,"(' DE DISPENSA DE CHAMAMENTO PUBLICO\nA Subsecretaria de Assistencia Social  SUBSAS/SESDES, consoante o Parecer Tecnico n.o \n3/2020 - SEDES/SEADS/SUBSAS (37779603), comunica a Reabertura da Dispensa de \nChamamento Publico publicada no DODF Edicao Extra n.o 41-A, de 28/3/2020, p. 2, e no sitio \neletronico da Sedes, nos termos do art. 30, II, da Lei no 13.019/2014, referente a selecao de \norganizacao da sociedade civil para celebracao de termo de colaboracao com as seguintes \ncondicoes: Objeto: Servico de Protecao em Situacoes de Calamidades Publicas e de \nEmergencias, cuja finalidade sera promover apoio e protecao a populacao em situacao de rua \natingida pelas medidas para enfrentamento do coronavirus, com a oferta de alojamentos \nprovisorios, atencoes e provisoes materiais, conforme as necessidades detectada. Meta de \nAtendimento: 200 (duzentas) pessoas simultaneamente; Teto estimado para a realizacao do \nobjeto: R$ 2.752.046,13 (dois milhoes, setecentos e cinquenta e dois mil quarenta e seis reais e \ntreze centavos); Vigencia para parceria: 90 (noventa) dias, prorrogaveis; Orientacoes tecnicas e \nregras a serem observadas: Nota Tecnica N.o 11/2020 - SEDES/SEADS/SUBSAS, disponivel \nno sitio eletronico www.sedes.df.gov.br; e, Modelo e envio das propostas: As propostas deverao \nser elaboradas conforme o modelo previsto no item 14 da Nota Tecnica N.o 11/2020 - \nSEDES/SEADS/SUBSAS e encaminhadas, em formato .pdf (Portable Document Format), \nanexa a correspondencia eletronica com o assunto ""Dispensa de Chamamento Publico"", para o \nendereco subsas@sedes.df.gov.br, no periodo compreendido entre as 8h e 8h30 do dia 31 de \nmarco de 2020. As propostas recebidas antes das 8h e/ou apos as 8h30h do dia 31/3/2020 serao \ndesconsideradas e nao terao seus conteudos analisados', '')"
105,,nPREGAO,," Aquisicao em Sistema de Registro de Precos de material de ORTESES, \nPROTESES E MATERIAIS ESPECIAIS  CABOS DE FIBRA LASER OTICA, nao \ncontemplado na Tabela SUS DE OPME do Ministerio da Saude, para atender as demandas \nda unidade de UROLOGIA, da Secretaria de Saude  DF, conforme especificacoes e \nquantitativos constantes no Anexo I do Edital", 777.584,,"('\nPREGAO ELETRONICO POR SRP No 20/2020 - UASG 926119\nObjeto: Aquisicao em Sistema de Registro de Precos de material de ORTESES, \nPROTESES E MATERIAIS ESPECIAIS  CABOS DE FIBRA LASER OTICA, nao \ncontemplado na Tabela SUS DE OPME do Ministerio da Saude, para atender as demandas \nda unidade de UROLOGIA, da Secretaria de Saude  DF, conforme especificacoes e \nquantitativos constantes no Anexo I do Edital. Processo SEI no: 000060.00323945/2019-\n00. Total de 04 itens (Ampla concorrencia e cota reservada as ME/EPPs). Valor estimado \nR$ 777.584,0000. Cadastro das Propostas: a partir de 26/03/2020. Abertura das Propostas: \n07/04/2020 as 10 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital \nencontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN  Setor de \nAreas Isoladas Norte  Parque Rural s/no - Asa Norte  Bloco A, 1 andar, sala 83, \nCentral de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
106,,PREGAO,00054-00036429/2019-64," Contratacao de Escola Homologada pela \nAgencia Nacional de Aviacao Civil (ANAC) para ministrar curso de formacao de pilotos, \nvisando a qualificacao de 04 (quatro) Oficiais Pilotos de Aviao do CPAER para a \nobtencao da Habilitacao de Classe de Aviao Multimotor Terrestre (MULTI), bem como de \n02 (dois) desses Pilotos para a obtencao da Licenca de Piloto Comercial de Aviao com \nHabilitacao de Voo por Instrumentos (PC/IFR-A) e Habilitacao de Instrutor de Voo de \nAviao (INV-A), conforme especificacoes e condicoes estabelecidas no termo de referencia \nde que trata o anexo I do edital", 279.209, menor preco,"(' - PREGAO ELETRONICO No 23/2020\nProcesso: 00054-00036429/2019-64. Objeto: Contratacao de Escola Homologada pela \nAgencia Nacional de Aviacao Civil (ANAC) para ministrar curso de formacao de pilotos, \nvisando a qualificacao de 04 (quatro) Oficiais Pilotos de Aviao do CPAER para a \nobtencao da Habilitacao de Classe de Aviao Multimotor Terrestre (MULTI), bem como de \n02 (dois) desses Pilotos para a obtencao da Licenca de Piloto Comercial de Aviao com \nHabilitacao de Voo por Instrumentos (PC/IFR-A) e Habilitacao de Instrutor de Voo de \nAviao (INV-A), conforme especificacoes e condicoes estabelecidas no termo de referencia \nde que trata o anexo I do edital. Valor estimado: R$ 279.209,90 (duzentos e setenta e nove \nmil, duzentos e nove reais e noventa centavos). Tipo: menor preco. Recurso \nOrcamentario: Fonte 100 FCDF, Funcao 28, Programa 845, Subprograma 0903, Elemento \nde Despesa: 33.90.39. REABERTURA no dia 13/04/2020, as 14h (horario de \nBrasilia/DF). Copia do Edital se encontra no sitio www.comprasgovernamentais.gov.br e \nem www.pm.df.gov.br. UASG: 926016. Informacoes: 3190-5557', '')"
107,,,,, 2.394.837,,"(' de Dispensa de Chamamento Publicado \nno DODF Edicao Extra n.o 42-A, de 30/3/2020, p. 2, no qual foi selecionada o \nINSTITUTO TOCAR, por ter sido a organizacao da sociedade civil que apresentou o \nmenor prazo para instalacao da capacidade plena de atendimento da meta quantitativa \nprevista para a parceria. O termo de colaboracao tera vigencia de 90 (noventa) dias, \nprorrogaveis pelo prazo necessario para enfrentamento da situacao de emergencia da \npandemia (COVID-19; meta quantitativa de atendimento de duzentas pessoas \nsimultaneamente; e valor global de R$ 2.394.837,70 (dois milhoes, trezentos e noventa e \nquatro mil oitocentos e trinta e sete reais e setenta centavos)', '')"
108,,nPREGAO,00060-00158397/2019-22," Aquisicao, em sistema de registro de precos, de material de ORTESES, PROTESES \nE MATERIAIS ESPECIAIS (OPME)  LENTES INTRAOCULARES,nao contemplados na \nTabela SUS DE OPME do Ministerio da Saude, para atender a demanda da unidade de \nOFTALMOLOGIA da Secretaria de Saude  DF, conforme especificacoes e quantitativos \nconstantes no Anexo I deste Edital", 317.760,,"('\nPREGAO ELETRONICO POR SRP No 36/2020 - UASG 926119\nObjeto: Aquisicao, em sistema de registro de precos, de material de ORTESES, PROTESES \nE MATERIAIS ESPECIAIS (OPME)  LENTES INTRAOCULARES,nao contemplados na \nTabela SUS DE OPME do Ministerio da Saude, para atender a demanda da unidade de \nOFTALMOLOGIA da Secretaria de Saude  DF, conforme especificacoes e quantitativos \nconstantes no Anexo I deste Edital. Processo SEI no: 00060-00158397/2019-22. Total de 21 \n(vinte e um) itens (Exclusividade ME/EPP). Valor Estimado: R$ 317.760,00. Edital e \nCadastro das Propostas: a partir de 02/04/2020. Abertura das Propostas: 17/04/2020 as 09 \nhoras, horario de Brasilia, no site www.comprasnet.gov.br. O Edital encontra-se \ndisponibilizado sem onus, no site ou com onus no endereco: SAIN  Setor de Areas Isoladas \nNorte  Parque Rural s/no - Asa Norte  Bloco A, 1 andar, sala 83, Central de Compras da \nSUAG/SES, CEP 70770-200, Brasilia/DF', '')"
109,,,,, 2.394.837,,"(' de Dispensa de Chamamento Publicado \nno DODF Edicao Extra n.o 42-A, de 30/3/2020, p. 2, no qual foi selecionado o \nINSTITUTO TOCAR, por ter sido a organizacao da sociedade civil que apresentou o \nmenor prazo para instalacao da capacidade plena de atendimento da meta quantitativa\nprevista para a parceria. O termo de colaboracao tera vigencia de 90 (noventa) dias, \nprorrogaveis pelo prazo necessario para enfrentamento da situacao de emergencia da \npandemia (COVID-19; meta quantitativa de atendimento de duzentas pessoas \nsimultaneamente; e valor global de R$ 2.394.837,70 (dois milhoes trezentos e noventa e \nquatro mil oitocentos e trinta e sete reais e setenta centavos)', '')"
110,,nPREGAO,00060-00307260/2019-16," Aquisicao regular do medicamento CARBOPLATINA INJETAVEL 450 MG \nFRASCO - AMPOLA e outros em sistema de registro de precos, para atender as \nnecessidades da Secretaria de Saude  DF, conforme especificacoes e quantitativos \nconstantes no anexo I do edital", 5.474.963,,"('\nPREGAO ELETRONICO POR SRP No 89/2020 - UASG 926119\nObjeto: Aquisicao regular do medicamento CARBOPLATINA INJETAVEL 450 MG \nFRASCO - AMPOLA e outros em sistema de registro de precos, para atender as \nnecessidades da Secretaria de Saude  DF, conforme especificacoes e quantitativos \nconstantes no anexo I do edital. Processo: 00060-00307260/2019-16. Total de 18 itens \n(Ampla concorrencia com cotas as ME/EPP e exclusividade as ME/EPP). Valor Estimado: \nR$ 5.474.963,4292. Cadastro das Propostas: a partir de 14/04/2020. Abertura das \nPropostas: 27/04/2020, as 09 horas, horario de Brasilia, no site www.comprasnet.gov.br. \nO Edital encontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN  \nSetor de Areas Isoladas Norte  Parque Rural s/no - Asa Norte  Bloco A, 1 andar, sala \n83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
