,treated_text
422,"Nº DO PROCESSO: 160.000.363/1998. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 978/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Marjur Veículos Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 9, Quadra 12, Setor de Expansão Econômica de Sobradinho-DF. EMBASAMENTO SAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111,000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 217,50 (duzentos tos e dezessete reais e cingienta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus cus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Adriane Fogaça dos Santos. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Gilverleno Nogueira do Nascimento"
423,"Nº DO' PROCESSO: 160.000.865/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 979/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Francisca Batista de Oliveira-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 59, Rua 24, Polo de Modas, Sria, Guará-DF. EMBASAMENTO TO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor nhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 194,50 (cento e noventa e quatro reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados partir da a data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus cus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Francisca Batista de Oliveira. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Gilverleno Nogueira do Nascimento"
424,"Nº DO PROCESSO: 160.000.064/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 980/2001. CONTRATANTES: Companhia Imo a de Brasília Terracap e Eli Pereira Português de Souza-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 75, Quadra 3, Setor Industrial 1, Ceilândia-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 135,00 (cento e trinta e cinco reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viáná e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Eli Pereira Português de Souza. TESTE: NHAS:| Francisca! Ferreira: de Sena Oliveira Gilverlenó Nogutirh do Nascimiento: ""="
425,"Nº DO PROCESSO: 160.001.163/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 981/2001. CONTRATANTES: Companhia Imobiliária de Brasília — Terracap e W. S. Serviços e Telecomunicações Ltda-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 30, Rua 11, Polo de Modas, Sria, Guará-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 196,50 (cento e noventa e seis reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária, DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus cus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Walter Saldanha da Cruz. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Gilverleno Nogueira do Nascimento"
426,"Nº DO PROCESSO: 160.000.359/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso, com Opção de Compra nº. 982/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Damião Espírito Santo da Silva Soares-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 3, Conjunto A, Quadra CL, Setor de Material de Construção de Ceilândia-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95GAB-PRG, GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 65,00 (sessenta e cinco reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus cus Vinicius Souza Viana Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Damião Espírito Santo da e Silva Soares. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Gilverleno Nogueira do Nascimento"
427,"Nº DO PROCESSO: 160.000.082/2001. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 983/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Confecções Lionete Ltda-me. OBJETO; Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 21, Rua 15, Polo de Modas, Sria, Guará-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 290,50 (duzentos e noventa reais e cinguenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Maria Lionete Cardoso. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Gilverleno Nogueira do Nascimento"
428,"Nº DO PROCESSO: 160.003.623/1999. ESPÉCIE; Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 986/2001. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap e Lucileia de Jesus Santana-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 2, Conjunto A, Quadra CL, Setor de Material de Construção da Ceilândia-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PKG, de 13.01.99, ambos apróvidos pelo Senhor Procufador Geral do Distfitô Federal, VALOR DA'TAXA MENSAL: R$-63,50 (sessenta e três reais é cingiienta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus cus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Lucileia de Jesus Santana. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
429,"Nº DO PROCESSO: 160.000.441/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº, 987/2001. CONTRATANTES: Companhia Imobiliária de Brasília — Terracap e Nilma Morilha Jannuzzi-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 5, Quadra 416, Conjunto F, Samambaia-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 91,00 (noventa e um reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/ TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA; CESSIONÁRIA; Nilma Morilha Januzzi. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
430,"Nº DO PROCESSO: 160.002.008/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 988/2001. CONTRATANTES: Companhia Imobiliária de Brasília — Terracap e Osmar de Sousa Silva-me. OBJETO; Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 10, Conjunto D, Quadra 3, ADE, Centro Norte, Ceilândia-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21,077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 258,00 (duzentos tos e cingienta é oito reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana é Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Osmar de Sousa Silva. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
431,"Nº DO PROCESSO: 160.000.635/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 989/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Viper do Brasil Comércio Importação e Exportação Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 4, Quadra 3, Setor de Material de Construção, Ceilândia-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21,077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 152,50 (cento e cingienta e dois reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus cus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Sandra Fayez Faraj. TESTEMUNHAS: TEMUNHAS: Francisca Ferreira de Sena Oliveira-e Carvílio Pereira Gomes"
432,"Nº DO PROCESSO: 160.000.126/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 990/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Ferro Velho Lavajato União Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 3, Conjunto A, Quadra 3, Desenvolvimento Econômico M/Norte, Taguatinga-DF, tinga-DF, EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo-Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 198,50 (cento e noventa e oito reais e cingienta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Jesse Resende. TESTEMUNHAS: NHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
433,"Nº DO PROCESSO: 160.001.758/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 991/2001. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap e J.Gav Auto Peças e Eletrica Ltda-me, OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 14, Quadra 4, ADE, Centro Norte de Ceilândia-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 145,00 (cento e quarenta e cinco reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Genelucio Fabio Alves Careiro Vieira. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
434,"Nº, DO PROCESSO; 160.000.013/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 995/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Eunice, Almeida de Souza-me. OBJETO: Concessão de Direito Real de Uso com Opção de | Compra do imóvel denominado Lote 14, Conjunto 3, Quadra 400, ADE, Recanto das Emas-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 125,00 (cento vinte e cinco reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do e instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. PITERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana é Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Eunice Almeida de Souza. TESTEMUNHAS: NHAS: Francisca Ferreira-de Sena Oliveira e Carvílio Pereira Gomes"
435,"Nº DO PROCESSO: 160.003.069/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 996/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e JSR Festas e Decorações Ltda-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 29, Rua 18, Polo de Modas do Sria, Guará-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art, 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decretosgº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 297,00 (duzentos tos e noventa e sete reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana é Juvenal Antunes Pereira, P/CONCESSIONÁRIA: Jacqueline Amélia Martins. TESTEMUNHAS: NHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
436,"Nº DO PROCESSO: 160.003.640/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 997/2001. CONTRATANTES: Companhia Imobiliária de Brasília — Terracap e Luiz Rodrigues de Oliveira-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 62, Quadra 3, Setor Industrial 1, Ceilândia-DF. EMBASAMENTO MENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor nhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 143,00 (cento e quarenta e três reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Luiz Rodrigues de Oliveira. TESTEMUNHAS: NHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
437,"Nº DO PROCESSO: 160.003.796/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 998/2001. CONTRATANTES: Companhia Imobiliária de Brasília — Terracap e Alan Alinhamento de Suspensão de Veículos Ltda-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 22, Quadra 400, Conjunto 3, ADE, Recanto das Emas-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 é dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 124,50 (cento vinte quatro reais cingienta centavos). VIGÊNCIA: 60 e e e (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 30.07.2001. P/ TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Juvenal Antunes Pereira. P/ CONCESSIONÁRIA: Alan Cassio Pereira. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
438,"Nº DO PROCESSO: 160.000.468/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 1001/2001. CONTRATANTES: Companhia Imobiliária de Brasília — Terracap e Novo Rio Papéis Comércio e Indústria Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 1, Conjunto 1, Quadra 9, Scia, Guará-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art.161 da Lei Orgânica do Distrito Federal, da Lei nº 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95 GAB-PRG, EXARADO no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, DE 13.07.99, ambos aprovados dos pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 10.500,00. (dez mil e quinhentos reais). VIGÊNCIA: 60 (sessenta) meses contados a partir de data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DA ASSINATURA: 30.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Juvenal Antunes Pereira. P / CONCESSIONÁRIA: Zélia Pires. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Luiz Carlos de Jesus"
440,"Processo 112.000.261/2014. FUNDAMENTO LEGAL: Inciso I c/c o $ único do art. 24, da Lei nº 8.666/93, de 21/06/93. ESPÉCIE: Contrato de Empreitada Serv Eng! D.E. ASJUR/ PRES nº 579/2014. CONTRATANTES: COMPANHIA URBANIZADORA DA NOVA CAPITAL PITAL DO BRASIL-NOVACAP e a firma HS SOLUÇÕES EM TELECOMUNICAÇÕES E CONSTRUÇÃO CIVIL TODA ME. OBJETO: Constitui objeto do presente contrato a execução, pela CONTRATADA, de substituição de disjuntores do quadro de alimentação de energia do Palácio do Buriti, em Brasília DF. VALOR: O valor total do presente contrato está estimado em R$ 23.830,00 (vinte e três mil, oitocentos e trinta reais). PRAZO e VIGÊNCIA: CIA: O prazo de execução do objeto deste Contrato é de 15 (quinze) dias corridos, contado a partir do recebimento da correspondente Ordem de Serviço Externa, expedida pela Diretoria de Obras Especiais da NOVACAP. O prazo de vigência do presente ajuste é de 90 (noventa) dias corridos, contado a partir da data de sua assinatura e eficácia com a publicação de seu respectivo extrato no Diário Oficial do distrito Federal. RECURSOS: O serviço de que trata este Contrato será custeado através dos recursos procedentes do Programa de Trabalho nº 04122600385179699, Natureza de Despesa nº 33.90.39, Fonte de Recursos 100, conforme Nota de Empenho nº 2014NE02372, datada de 26/08/2014, no valor de R$ 23.830,00 (vinte e três mil, oitocentos e trinta reais). DATA DA ASSINATURA: O termo tem sua assinatura em 19/03/2014. PELA NOVACAP: Nilson Martorelli e Daclimar Azevedo de Castro. PELA CONTRATADA: Haroldo Soares Santos. TESTEMUNHAS: José dos Reis Ribeiro e Maria do Socorro Ferreira da Silva"
450,"Especie: Convenio n 003/2018-SES/DF. Convenentes: DISTRITO FEDERAL, por inter- medio de sua SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL e a FUNDACAO OSWALDO CRUZ doravante denominada FIOCRUZ, inscrita no CNPJ/MF sob o no 33.781.055/0001-35, vinculada ao Ministerio da Saude, por meio ESCOLA NA- CIONAL DE SAUDE PUBLICA SERGIO AROUCA, doravante denominada FIO- CRUZ/ENSP. Objeto: O presente convenio tem por objeto a formacao de mestres em avaliacao em saude por meio da realizacao do Curso ""Mestrado Profissional em Avaliacao em Saude"", na modalidade presencial tendo como foco as politicas, programas, projetos e acoes, os servicos e as redes de atencao a saude. Vigencia: O presente Convenio vigera a partir de sua data de assinatura, pelo periodo de 30 (trinta) meses, podendo ser prorrogado por meio de termo aditivo, apos analise tecnica de acordo com o interesse dos participes; O Convenio podera ser alterado a qualquer tempo, mediante assinatura de termo aditivo, desde que nao seja modificado seu objeto, devendo a solicitacao ser encaminhada com ante- cedencia minima de 60 (sessenta) dias da data de termino da execucao do Convenio. Valor: Para o cumprimento das metas estabelecidas neste Convenio, foi estabelecido o valor de R$ 788.070,81 (setecentos e oitenta e oito mil e setenta reais e oitenta e um centavos), a ser transferido para a FUNDACAO OSWALDO CRUZ/ ESCOLA NACIONAL DE SAUDE PUBLICA SERGIO AROUCA (FIOCRUZ/ENSP), de acordo com o cronograma de De- sembolso fixado no Plano de Trabalho/Projeto Basico. Dotacao Orcamentaria: Unidade Orcamentaria: 23901. Unidade Gestora: 170101. Gestao: 17901. Programa de Tr a b a l h o : 10128600240880021. Natureza da Despesa: 332039. Fonte de Recurso: 100000000. Despesa de Publicacao: A publicacao do presente instrumento sera providenciada pela SES/DF, em extrato no Diario Oficial do Distrito Federal e pela FIOCRUZ/ENSP no Diario Oficial da Uniao, as suas expensas, ate o 5o (quinto) dia util do mes seguinte ao de sua assinatura, devendo esta ocorrer no prazo de 20 (vinte) dias a contar daquela data. Do Plano de Trabalho/Do Projeto Basico: Integra este Instrumento, independentemente de transcricao, o Projeto Basico/Plano de Trabalho, (9207576) elaborado e aprovado de comum acordo entre as partes, concernente a execucao da finalidade descrita na Clausula do Objeto. Processo SEI no: 00060-00220965/2017-50 Processo Fiocruz no 25380.001551/2017-41. Data de Assi- natura: 04/07/2018. Pela SES/DF: HUMBERTO LUCENA PEREIRA DA FONSECA. Pela FIOCRUZ: HERMANO ALBUQUERQUE DE CASTRO. Testemunhas: PATRICIA SILVA ARAUJO RESENDE e ALDA SOUZA RODRIGUES."
