,Tipo do Ato,Id Ato,DODF,Data Ato/DODF,Processo GDF/SEI,Tipo,Modo de Disputa,Objeto,Valor Estimado,Texto,Redator
94,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 110 15-06-2021 1,15-06-2021,0007200000333202164, Menor Preco por Grupo,,, Sigiloso conforme art,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 05/2021 Processo: 0007200000333202164. Tipo: Menor Preco por Grupo. Objeto: Aquisicao de materiais para sistema de captacao de agua de chuva e sistema de irrigacao, visando PAGINA 48 Diario Oficial do Distrito Federal         No 110, TERCA-FEIRA, 15 DE JUNHO DE 2021 Documento assinado digitalmente, original em https://www.dodf.df.gov.br atender as necessidades do Programa de Agricultura Urbana, da Gerencia de Desenvolvimento Agropecuario. Valor Estimado: Sigiloso conforme art. 16 do regulamento de licitacoes e contratos da EMATER-DF. Disponibilidade Orcamentaria: Programa de Trabalho; 20.606.6201.2173.0028; 20.606.6201.2173.0032; 20.606.6201.2173.0034; 20.606.6201.2173.0035; 20.606.6201.4107.5666. Fonte: 100. Prazo de execucao dos servicos: 06(seis) meses a contar da contratacao - item 07 do Termo de Referencia - Anexo I. Recebimento das Propostas ate 15/07/2021 as 10h00min no endereco eletronico www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 15/07/2021 as 10h00min. Edital disponivel no endereco descrito acima. LUCIANA DE ANDRADE CAMPOS ",
95,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 110 15-06-2021 1,10 de junho de 2021,0011100003128202156," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada para a
execucao das obras de complementacao de infraestrutura de
energia eletrica na SQNW 102",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 231/2021 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100003128202156 Modalidade/numero: Licitacao Presencial no 20/2021 Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada para a execucao das obras de complementacao de infraestrutura de energia eletrica na SQNW 102, projecao E; SQNW 103, projecao B; SQNW 103, projecao I; SQNW 303, projecao A; SQNW 106, projecao H; SQNW 110, projecao A; SQNW 310, projecao A; SQNW 310, projecao D; SQNW 111, projecao G; e SQNW 311, projecao J, no Setor de Habitacoes Coletivas Noroeste (SHCNW), Plano Piloto / RA-I - Distrito Federal Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 15/07/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 10 de junho de 2021 GLAUBER TEODORO FARIA SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL SECRETARIA EXECUTIVA ",
96,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 112 17-06-2021 1,17-06-2021,0006300001774202192,,,," de R$ 121.890,36 ","AVISO DE ABERTURA DE LICITACAO No 14/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para aquisicao de MATERIAIS TECNICOS, visando atender as demandas das areas tecnicas da FHB., de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos. Processo: 0006300001774202192, valor estimado de R$ 121.890,36 (cento e vinte e um mil oitocentos e noventa reais e trinta e seis centavos). Data limite de recebimento das propostas ate as 10:00 horas do dia 29/06/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908 Brasilia/DF. A sessao Publica sera processada no dia 29/06/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
97,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 113 18-06-2021 1,17 de junho de 2021,0005000033259202011, Menor Preco,"
Aberto",,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 13/2021 Processo: 0005000033259202011. TIPO: Menor Preco. MODO DE DISPUTA: Aberto. OBJETO: Registro de Precos para eventual contratacao de servicos deaquisicao de solucao composta por softwares especificos para confeccao de projetos de Engenharia e Arquitetura, com treinamentos e consultoria/assessoria tecnica para implantacao da metodologia BIM (Building Information Modeling - Modelagem de Informacoes da Construcao) na COENG(Coordenacao de Engenharia e Arquitetura) da SSPDF (Secretaria de Estado de Seguranca Publica do Distrito Federal) VALOR ESTIMADO: Sigiloso. PRAZOS: De entrega: 30(trinta) dias, contados da assinatura do Contrato ou do recebimento da Nota de Empenho. Do Contrato: 12(doze) meses a partir da data da assinatura. DATA DA SESSAO PUBLICA: 30/06/2021 as 10:00 horas no www.gov.br/compras. UASG 450107. Edital tambem esta disponivel no http://www.ssp.df.gov.br/licitacoes/. Brasilia/DF, 17 de junho de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
98,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 114 21-06-2021 1,21-06-2021,0000100001183202195, menor preco,,," R$ 126.676,15","AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 20/2021 Processo: 0000100001183202195. Objeto: Contratacao de empresas especializadas no fornecimento de Material de expediente, eletronico e eletrico, processamento de dados e de protecao e seguranca, conforme especificacoes e quantidades constantes no Termo de Referencia Anexo I do Edital. Valor Estimado: R$ 126.676,15. Data/hora da Sessao Publica: 01/07/2021, as 14:30h. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link Portal da Transparencia. Maiores informacoes (61) 3348-8650 ou cpl@cl.df.gov.br. MARCELO PEREIRA DA CUNHA ",
99,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 116 23-06-2021 1,21 de junho de 2021,0011100001087202163," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao de fornecedor de servicos de certificacao digital",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 231/2021 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100001087202163 Modalidade/numero: Pregao Eletronico no 06/2021 Tipo: Menor Preco Objeto: Contratacao de fornecedor de servicos de certificacao digital, sob demanda, sem obrigacao de consumo minimo, por um periodo de 60 meses, conforme os quantitativos estimados Valor estimado (R$): O valor estimado e sigiloso, conforme estabelecido no item 14.2, do Termo de Referencia, anexo I do Edital. Data/hora de abertura: 14/07/2021, as 10:00 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 21 de junho de 2021 GLAUBER TEODORO FARIA COMISSAO DE VENDA DIRETA ",
100,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 117 24-06-2021 1,24-06-2021,000100012232201909, menor preco,,," R$ 24.279,66","AVISO DE ABERTURA DE LICITACAO EXCLUSIVA PREGAO ELETRONICO No 22/2021 Processo: 000100012232201909. Objeto: Contratacao de empresa especializada de engenharia para elaboracao de projetos executivos para Camara Legislativa do Distrito Federal, conforme especificacoes e demais informacoes constantes no Termo de Referencia, Anexo I do Edital. Valor estimado: R$ 24.279,66. Data/hora da Sessao Publica: 06/07/2021, as 14:30. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, na opcao Portal da Transparencia. Maiores informacoes (61) 3348-8650 ou cpl@cl.df.gov.br. LANA MARTA GONCALVES PIRES ",
101,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 117 24-06-2021 1,24-06-2021,0000100011548202190, menor preco,,," R$ 21.155,00.
Data/hora da Sessao Publica: 06/07/2021","AVISO DE ABERTURA DE LICITACAO EXCLUSIVA PREGAO ELETRONICO No 23/2021 Processo: 0000100011548202190. Objeto: Contratacao de empresa especializada em plotagem de arquivos digitais do tipo PLT, PDF e/ou DWG, copias xerograficas e escaneamento de plantas nos padroes A0 e A1, sob demanda, para atender as necessidades da Camara Legislativa do Distrito Federal, conforme especificacoes e demais informacoes constantes no Termo de Referencia - Anexo I do Edital. Valor estimado: R$ 21.155,00. Data/hora da Sessao Publica: 06/07/2021, as 09:30h. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link Portal da Transparencia. Maiores informacoes (61) 3348-8650 ou cpl@cl.df.gov.br. DIRCEU FALCAO DA MOTA NETO ",
102,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 117 24-06-2021 1,24-06-2021,0006300003782202092,,,," de R$ 16.620,00 ","AVISO DE ABERTURA DE LICITACAO No 15/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para aquisicao de insumo para realizacao de criopreservacao das celulas progenitoras hematopoieticas provenientes de medula ossea e de sangue periferico, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300003782202092, valor estimado de R$ 16.620,00 (dezesseis mil seiscentos e vinte reais). Data limite de recebimento das propostas ate as 10:00 horas do dia 06/07/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908 Brasilia/DF. A sessao Publica sera processada no dia 06/07/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HANLERY STEPHANNY DOS SANTOS ",
103,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 117 24-06-2021 1,23 de junho de 2021,0011100002583202134," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo das obras de engenharia para
implantacao  de  infraestrutura  de  drenagem  pluvial
<END_OF_BLOCK>
complementar",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao Especial de Licitacao CELIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 176/2021 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100002583202134 Modalidade/numero: Licitacao Presencial no 13/2021 Tipo: Menor Preco Objeto: Contratacao por escopo das obras de engenharia para implantacao de infraestrutura de drenagem pluvial complementar, com galerias de reforco, em metodo construtivo nao destrutivo, com as interligacoes necessarias do sistema existente e ao sistema existente e as estruturas projetadas para isso, implantacao de novas bocas de lobo para captacao das aguas pluviais com os respectivos ramais de ligacao e bacia de detencao de qualidade a ceu aberto, com estruturas de entrada, saida, cercamento, tratamento das encostas e rampa de acesso, dentro do Programa Aguas do DF, Faixa 1 e 2 Norte, conforme projetos em anexo. As obras serao executadas na Asa Norte, Plano Piloto do Distrito Federal. O objeto da Licitacao esta dividido em 5 (cinco) lotes, em conformidade com o CAPITULO I - DO OBJETO deste Edital e Item 2 do Projeto Basico. Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 28/07/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 23 de junho de 2021 LEANDRO DO CARMO CRUZ Presidente da Comissao COMISSAO DE LICITACAO PARA COMPRA DE BENS, SERVICOS E OBRAS ",
104,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 119 28-06-2021 1,24 de junho de 2021,0005000011038202083, Menor Preco, Aberto,," R$ 39.065,82
","AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 19/2021 Processo: 0005000011038202083 TIPO: Menor Preco. MODO DE DISPUTA: Aberto. OBJETO: Aquisicao de bens de imagem e iluminacao e sonorizacao, (Tela portatil para projecao, microfone de lapela, pedestal de mesa, pedestal para microfone, extensao eletrica, kit de limpeza para camera, protetor ocular para camera, mochila classica, flash e bateias para camera, filtro UV para lente, baterias para camera, baterias para flash, baterias para led, carregador para baterias, kit de baterias e carrinhos de transporte, rotulador eletronico e fita para rotuladora), visando atender demanda da SSPDF, conforme especificacoes e quantitativos constantes no Termo de Referencia. (REPETICAO DOS ITENS FRACASSADOS NO PREGAO ELETRONONICO No 55/2020 REFERENTE AO GRUPO 1 e os itens 15, 16, 17, 18, 28, 29 e 30). VALOR ESTIMADO: R$ 39.065,82 (trinta e nove mil sessenta e cinco reais e oitenta e dois centavos). PRAZOS: De entrega: nao superior a 30 dias, contados da assinatura do Contrato ou do recebimento da Nota de Empenho. Do Contrato: 90 (noventa) dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 08/07/2021 as 10:00 horas no www.gov.br/compras. UASG 450107. Edital tambem esta disponivel no http://www.ssp.df.gov.br/licitacoes/. Brasilia/DF, 24 de junho de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
105,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 119 28-06-2021 1,25 de junho de 2021,0011100009757202017," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao de obras de engenharia para implantacao de
infraestrutura de drenagem",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 231/2021 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100009757202017 Modalidade/numero: Licitacao Presencial no 01/2021 Tipo: Menor Preco Objeto: Contratacao de obras de engenharia para implantacao de infraestrutura de drenagem, pavimentacao, sinalizacao e meios-fios, na Quadra 01, do Setor Habitacional Jardim Botanico III RA XXVII/DF Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 22/07/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 25 de junho de 2021 GLAUBER TEODORO FARIA SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL SECRETARIA EXECUTIVA ",
106,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 120 29-06-2021 1,29-06-2021,0006300002402202183,,,,"
de R$ 344.951,96 ","AVISO DE ABERTURA DE LICITACAO No 16/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para aquisicao de MATERIAIS TECNICOS, visando atender as demandas das areas tecnicas da FHB, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300002402202183, valor estimado de R$ 344.951,96 (Trezentos e quarenta e quatro mil novecentos e cinquenta e um reais e noventa e seis centavos). Data limite de recebimento das propostas ate as 9:00 horas do dia 09/07/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908 Brasilia/DF. A sessao Publica sera processada no dia 09/07/2021 as 9:00 horas no sitio do Compras Governamentais, nos termos do Edital. HANLERY STEPHANNY DOS SANTOS ",
107,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 120 29-06-2021 1,29-06-2021,0005000058569201904, Menor Preco,,," Sigiloso.
PRAZOS: De entrega: nao superior a 25 ","AVISO DE ABERTURA DE LICITACAO SRP PREGAO ELETRONICO No 07/2021 COM PARTICIPACAO EXCLUSIVA DAS ME/MEI/EPP - EXCETO ITENS 17 e 20 Processo: 0005000058569201904. TIPO: Menor Preco. OBJETO:Registro de Precos para futura aquisicao de bens, visando o Projeto de Implantacao de Oficinas Produtivas Permanentes (PROCAP) - oficina de marcenaria - no Sistema Penitenciario do Distrito Federal da Secretaria de Estado de Administracao Penitenciaria do Distrito Federal - SEAPE-DF. VALOR ESTIMADO: Sigiloso. PRAZOS: De entrega: nao superior a 25 (vinte e cinco) dias corridos contados do recebimento da nota de empenho ou da assinatura do contrato. Do Contrato: 120 (cento e vinte) dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 09/07/2021 as 13:00 horas no www.gov.br/compras. UASG 928082. Edital tambem esta disponivel no http://www.seape.df.gov.br/licitacao/. ROSIMEIRE PAIVA DA SILVA ",
108,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 121 30-06-2021 1,30-06-2021,0402600016733202143, Menor Preco,,, Sigiloso,"AVISO DE ABERTURA DE LICITACAO SRP PREGAO ELETRONICO No 06/2021 Com Participacao Exclusiva das ME/MEI/EPP - Exceto item 10 Processo: 0402600016733202143. Tipo: Menor Preco. Objeto: Registro de Precos para futura aquisicao de bens, visando aparelhamento de espacos basicos de saude no Sistema Prisional do Distrito Federal da Secretaria de Estado de Administracao Penitenciaria do Distrito Federal - SEAPE-DF. VALOR ESTIMADO: Sigiloso. PRAZOS: De entrega: nao superior a 25 (vinte e cinco) dias corridos contados do recebimento da nota de empenho ou da assinatura do contrato. Do Contrato: 120 (cento e vinte) dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 12/07/2021 as 13:00 horas no www.gov.br/compras. UASG 928082. Edital tambem esta disponivel no http://www.seape.df.gov.br/licitacao/. ROSIMEIRE PAIVA DA SILVA ",
109,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 121 30-06-2021 1,29 de junho de 2021,0011100007689202043," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao de empresa especializada para a execucao das obras de
implantacao de infraestrutura de energia eletrica na QN 502",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 231/2021 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100007689202043 Modalidade/numero: Licitacao Presencial no 09/2021 Tipo: Menor Preco Objeto: Contratacao de empresa especializada para a execucao das obras de implantacao de infraestrutura de energia eletrica na QN 502, em Samambaia / RA-XII Distrito Federal, na forma de execucao indireta, sob regime de empreitada por preco global Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 27/07/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 29 de junho de 2021 GLAUBER TEODORO FARIA Presidente da Comissao SECRETARIA DE ESTADO DE ",
110,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 121 30-06-2021 1,30-06-2021,0040100003779202144, menor preco por item,,,,"AVISO DE ABERTURA DE LICITACAO SISTEMA DE REGISTRO DE PRECOS PREGAO ELETRONICO No 08/2021 - (UASG: 926314) Processo: 0040100003779202144. Objeto: Contratacao de servicos especializados de transporte rodoviario local de carga, sob demanda, para atender as necessidades da Defensoria Publica do Distrito Federal, mediante Sistema de Registro de Precos (SRP), conforme condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos. A despesa com a execucao do objeto desta licitacao e estimada em R$ 134.300,21 (cento e trinta e quatro mil e trezentos reais e vinte e um centavos) para custo total da contratacao. Tipo de Licitacao: menor preco por item. Horario e data de abertura do certame: 14h00, do dia 12 de julho de 2021. O Edital podera ser retirado nos enderecos eletronicos www.comprasgovernamentais.gov.br e http://transparencia.defensoria.df.gov.br/. CINTHIA MARIA S. D. DE OLIVEIRA Pregoeira INEDITORIAL ",
111,AVISO DE ABERTURA DE LICITACAO,,2021\07_Julho\DODF 125 06-07-2021 1,06-07-2021,0006300003665202029,,,," de R$ 28.151,12 ","AVISO DE ABERTURA DE LICITACAO No 17/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para registro de precos para aquisicao de insumos necessarios para realizacao da tecnica de monocamada de monocitos (Monocyte Monolayer Assay) - MMA, pelo Laboratorio de Imuno-hematologia de Pacientes da Fundacao Hemocentro de Brasilia (FHB), de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300003665202029, valor estimado de R$ 28.151,12 (vinte e oito mil cento e cinquenta e um reais e doze centavos). Data limite de recebimento das propostas ate as 10:00 horas do dia 19/07/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908  Brasilia/DF. A sessao Publica sera processada no dia 19/07/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
112,AVISO DE ABERTURA DE LICITACAO,,2021\07_Julho\DODF 125 06-07-2021 1,06-07-2021,0011100000455202075," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao de empresa especializada na prestacao de servicos",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras, no uso das atribuicoes que lhe confere a Portaria no 231/2021 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100000455202075 Modalidade/numero: Pregao Eletronico no 03/2021 Tipo: Menor Preco Objeto: Contratacao de empresa especializada na prestacao de servicos, sob demanda, de organizacao de eventos e servicos correlatos, compreendendo o planejamento operacional, a organizacao, a execucao e o acompanhamento dos eventos demandados, no Distrito Federal e entorno, para atendimento das necessidades da Agencia de Desenvolvimento do Distrito Federal (Terracap) e de suas subsidiarias Valor estimado (R$): O valor estimado e de R$ 838.273,04 (oitocentos e trinta e oito mil, duzentos e setenta e tres reais e quatro centavos), conforme estabelecido no Item 14.1, do Termo de Referencia, anexo I do Edital. Data/hora de abertura: 21/07/2021, as 10:00 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 1o de julho de 2021 GLAUBER TEODORO FARIA Presidente da Comissao AVISO DE ABERTURA DE LICITACAO ",
113,AVISO DE ABERTURA DE LICITACAO,,2021\07_Julho\DODF 126 07-07-2021 1,07-07-2021,0006300001472202114,,,," de R$ 161.112,96 ","AVISO DE ABERTURA DE LICITACAO No 18/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para registro de precos para eventual aquisicao de insumos para realizacao de exames sorologicos complementares/confirmatorios pelo Laboratorio de Sorologia da Fundacao Hemocentro de Brasilia (FHB), de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300001472202114, valor estimado de R$ 161.112,96 (cento e sessenta e um mil cento e doze reais e noventa e seis centavos). Data limite de recebimento das propostas ate as 10:00 horas do dia 22/07/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908 Brasilia/DF. A sessao Publica sera processada no dia 22/07/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
114,AVISO DE ABERTURA DE LICITACAO,,2021\07_Julho\DODF 127 08-07-2021 1,06 de julho de 2021,0005000032720202018, Menor Preco, Aberto,, R$ SIGILOSO,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 15/2021 Processo: 0005000032720202018 TIPO: Menor Preco. MODO DE DISPUTA: Aberto. OBJETO: Registro de Precos para eventual aquisicao de equipamentos, mobiliario, ferramentas, ar condicionados eletrodomesticos para a SSPDF. VALOR ESTIMADO: R$ SIGILOSO. PRAZOS: De entrega: nao superior a 30 dias, contados da assinatura do Contrato ou do recebimento da Nota de Empenho. Do Contrato: 120 (cento e vinte)dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 21/07/2021 as 10:00 horas no www.gov.br/compras. UASG 450107. Edital tambem esta disponivel no http://www.ssp.df.gov.br/licitacoes/. Brasilia/DF, 06 de julho de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
115,AVISO DE ABERTURA DE LICITACAO,,2021\07_Julho\DODF 131 14-07-2021 1,09 de julho de 2021,0011100000528202118," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Renovacao de suporte da solucao Storage Netapp Modelo
FAS9000",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 231/2021- DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100000528202118 Modalidade/numero: Pregao Eletronico no 10/2021 Tipo: Menor Preco Objeto: Renovacao de suporte da solucao Storage Netapp Modelo FAS9000, incluindo hardware e software, mais aquisicao de discos visando suprir as necessidades da Companhia Imobiliaria de Brasilia, com garantia e suporte pelo periodo de 36 (trinta e seis) meses. Valor estimado (R$): O valor estimado e de R$ 1.680.000,00 (um milhao seiscentos e oitenta mil reais), conforme estabelecido no Item 11, do Termo de Referencia, anexo I do Edital. Data/hora de abertura: 28/07/2021, as 10:00 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 09 de julho de 2021 GLAUBER TEODORO FARIA BIOTIC S/A DIRETORIA DE ADMINISTRACAO E FINANCAS ",
116,AVISO DE ABERTURA DE LICITACAO,,2021\07_Julho\DODF 133 16-07-2021 1,16-07-2021,00402600015845202187, Menor Preco,,, Sigiloso,"AVISO DE ABERTURA DE LICITACAO SRP PREGAO ELETRONICO No 05/2021 Com Participacao Exclusiva das ME/MEI/EPP Processo: 00402600015845202187. Tipo: Menor Preco. Objeto: Registro de Preco para futura aquisicao de racao canina super Premium, voltada ao atendimento de demanda proveniente da Secretaria de Estado de Administracao Penitenciaria do Distrito Federal. VALOR ESTIMADO: Sigiloso. PRAZO: De entrega: nao superior a 15 (quinze) dias corridos contados do recebimento da nota de empenho ou da assinatura do contrato. DATA DA SESSAO PUBLICA: 28/07/2021 as 13:00 horas no www.gov.br/compras. UASG 928082. Edital tambem esta disponivel no http://www.seape.df.gov.br/licitacao/. ROSIMEIRE PAIVA DA SILVA ",
117,AVISO DE ABERTURA DE LICITACAO,,2021\07_Julho\DODF 133 16-07-2021 1,16-07-2021,0007200000516202180, Menor Preco por item,,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 09/2021 Processo: 0007200000516202180. Tipo: Menor Preco por item. Objeto: Prestacao de servicos de outsourcing, disponibilizacao e instalacao de dispositivos de impressao, copia e digitalizacao, suporte tecnico, manutencao, fornecimento de consumiveis, treinamento de usuarios, gestao de residuos a que se refere a Lei 12.305/2010 (gestao pela propria contratada dos residuos gerados pelo contrato), fornecimento de sistemas de medicao e controle eletronico capazes de gerenciar os equipamentos e servicos prestados, pelo prazo de 12 (doze) meses (prorrogaveis nos termos da lei) de acordo com o Edital e anexos: Disponibilidade Orcamentaria: Programa de Trabalho; 20.126.8201.2557.2607. Fonte: 100. Natureza da despesa: 33.90.40; Prazo de Entrega: 30 dias - item 7 do Termo de Referencia - Anexo I. Recebimento das Propostas ate 10/08/2021 as 10h00min no endereco eletronico www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 10/08/2021 as 10h00min. Edital disponivel no endereco descrito acima. DANIELLA MOREIRA DE CARVALHO ",
