,processo_gdf,modalidade_licitacao,numero_licitacao,valor_estimado_contratacao,text,labels
20,00410-00023140/2017-90,PREGAO ELETRONICO,02/2020,"55.143.364,80","AVISO DE LICITACAO PREGAO ELETRONICO No 02/2020 - UASG 974002 A fim de atender a demanda da estrutura do Governo do Distrito Federal , a Subsecretaria de Compras Governamentais - SCG / SEGEA / SEEC operacionalizara a licitacao do PE N 02/2020 , no sistema Comprasnet , cujo objeto e o Registro de precos para contratacao de servicos de transmissao de dados , sob demanda , utilizando tecnologia Multiprotocol Label Switching ( MPLS ) , de forma a viabilizar o acesso aos sistemas corporativos e a internet dos orgaos pertencentes ao Governo do Distrito Federal - GDF , conforme condicoes e especificacoes constante do Edital e seus anexos . Valor estimado para trinta meses : R$ 55.143.364,80 . Tipo de Licitacao : Menor Preco . Elemento de despesa : 33.90.39 . Abertura das propostas dia 13/01/2020 , as 10h00min . Processo : 00410-00023140/ 2017-90 . O edital podera ser retirado no endereco eletronico www.comprasgovernamentais.gov.br . Informacoes pelo telefone : ( 61 ) 3313.8497 . Brasilia / DF , 23 de dezembro de 2019 AUGUSTO CESAR PIRES ARANHA Pregoeiro ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
21,00040-00017799/2019-42,PREGAO ELETRONICO,001/2020,"170.704,26","AVISO DE LICITACAO PREGAO ELETRONICO No 001/2020 - UASG 974002 A fim de atender a demanda do Instituto Brasilia Ambiental ( IBRAM ) e dos demais orgaos participantes do Sistema de Registro de Precos do Governo do Distrito Federal , a Subsecretaria de Compras Governamentais - SCG / SEGEA / SEEC operacionalizara licitacao no sistema Comprasnet , cujo objeto e o Registro de Precos visando a eventual aquisicao de material de informatica ( cartuchos de tinta e de toner ) , conforme especificacoes e condicoes constantes do Anexo I do Edital . Valor estimado : R$ 170.704,26 ( cento e setenta mil , setecentos e quadro reais e vinte e seis centavos ) . Tipo de Licitacao : Menor Preco . Elemento de despesa : 33.90.30 . Abertura das propostas dia 08/01/2020 , as 09:30 horas . Processo no : 00040-00017799/ 2019-42 . O edital podera ser retirado no endereco eletronico www.comprasgovernamentais.gov.br . Informacoes pelo telefone : ( 61 ) 3313.8453 . Brasilia / DF , 19 de dezembro de 2019 KARLA REGINA DA SILVA ROCHA Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
22,00097-00003659/2018-32,PREGAO ELETRONICO,03/2019,,"PREGAO ELETRONICO No 03/2019 - UASG 925046 AVISO DE LICITACAO O METRO-DF , por meio do Pregoeiro , torna publica a realizacao de licitacao para registro de preco , objetivando a contratacao de empresa especializada para o fornecimento de dormentes especiais de madeira de 1a Classe - Sobressalente de Consumo - para as Regioes de Aparelhos de Mudanca de Via ( AMV 's ) na Via Permanente do METRO-DF , conforme processo n.o 00097-00003659/ 2018-32 . A presente demanda conta com o valor estimado sigiloso , de acordo com o Art. 34 da Lei no 13.303/2016 e Art. 42 do Regulamento de Licitacoes e Contratos do METRO-DF . Data e horario limites para o cadastramento das propostas : ate as 10:00 do dia 7 de janeiro de 2020 . O respectivo Edital podera ser retirado nos enderecos eletronicos www.metro.df.gov.br e www.comprasgovernamentais.gov.br , mediante pre-cadastro realizado neste ultimo para participacao da licitacao . ANDERSON LUIZ SENNA COSTA ",B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
23,00050-00034379/2019-93,PREGAO ELETRONICO,31/2019,,"AVISO DE ABERTURA DE LICITACAO - SRP PREGAO ELETRONICO No 31/2019 PROCESSO SEI-GDF : 00050-00034379/ 2019-93 . TIPO : Menor Preco . OBJETO : Registro de Precos para futura aquisicao de equipamentos para aparelhar as Unidades Basicas de Saude do Sistema Penitenciario do Distrito Federal , a fim de corroborar com a assistencia medica , psicologica e social da massa carceraria do Distrito Federal , para atender demandas da Secretaria de Estado de Seguranca Publica do Distrito Federal . VALOR ESTIMADO : Sigiloso para as empresas e sera aberto apos o encerramento da etapa de lances . PRAZOS : De entrega : 30 ( trinta ) dias contados do recebimento da Nota de Empenho ou da assinatura do contrato . Vigencia da ata : 12 meses . Do Contrato : 120 ( cento e vinte ) dias a partir da data da assinatura . DATA DA SESSAO PUBLICA : 03/01/2020 as 9:30 horas no www.comprasgovernamentais.gov.br . UASG 450107 . Edital esta disponivel no endereco acima e no h t t p : / / w w w. s s p . d f . g o v. b r / l i c i t a c o e s / . Brasilia / DF , 17 de dezembro de 2019 . AMILCAR UBIRATAN URACH VIEIRA ",O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
24,092.006186/2019,PREGAO ELETRONICO,,,"AVISOS DE LICITACAO PREGAO ELETRONICO PE No 301/2019 Processo : 092.006186/2019 . OBJETO : Registro de precos para aquisicao de EPI- Equipamento de protecao e seguranca individual ( aventais , bones , botas , camisas , capacetes , coturnos , lentes , locoes repelentes , luvas , mascaras , dentre outros ) . CRITERIO DE JULGAMENTO : Menor Preco ; DOTACAO ORCAMENTARIA : UO : 22.202 ; PROGRAMA DE TRABALHO : 17.122.6001.8517/6977 ; N AT U R E Z A DE DESPESA : 33.90.30 ; Codigo de Aplicacao : 12.403.402. 200-0 . FONTE DE RECURSO : Recursos Proprios , CODIGO : 11.101.000. 000-3 . ENTREGA : 30 dias . VIGENCIA : 365 dias . ABERTURA : 16/01/2020 , as 09 horas no site www.comprasnet.gov.br ( UASG : 974200 ) . INFORMACOES : O edital e seus anexos encontram-se disponiveis no site : www.caesb.df.gov.br - menu Licitacoes , a partir do dia 23/12/2019 . Fone : ( 61 ) 3213-7340 , E-mail : licitacao@caesb.df.gov.br . NARA MAGALHAES DA SILVA Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
25,00060.00260395.2017-31,PREGAO ELETRONICO,238/2018,"20.348.218,9840","AVISO DE ABERTURA PREGAO ELETRONICO POR SRP No 238/2018 - UASG 926119 Objeto : Registro de Precos por periodo de 12 meses para fornecimento de medicamento ( s ) nao-padronizados e de medicamentos padronizados cujos pacientes nao se enquadram nos protocolos , compelido a SES-DF para atendimento a decisoes judiciais , conforme espe- cificacoes e quantitativos constantes no Anexo I do Edital . Processo no : 00060.00260395. 2017-31 . Total de 21 itens ( Ampla concorrencia , Participacao Exclusiva e Cota de 25 % Reservada a ME / EPP ) . Valor Estimado R$ 20.348.218,9840 . Edital e Cadastro das Propostas : a partir de 09/07/2018 . Abertura das Propostas : 20/07/2018 as 10 horas , horario de Brasilia , no site www.comprasnet.gov.br . O Edital encontra-se disponibilizado sem onus , no site ou com onus no endereco : SAIN - Setor de Areas Isoladas Norte - Parque Rural s / no - Asa Norte - Bloco "" A "" , 1 andar , sala 83 , Central de Compras da SUAG / SES , CEP 70770-200 , Brasilia / DF . ERICA NEGRYS OLIVEIRA CALDAS Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
26,0060.001379.2017,PREGAO ELETRONICO,241/2018,"2.979.321,5400","PREGAO ELETRONICO POR SRP No 241/2018 - UASG 926119 Objeto : aquisicao de medicamentos nao padronizados pela Secretaria do Estado de Saude do Distrito Federal , conforme especificacoes e quantitativos constantes no Anexo I do Edital . Processo no : 0060.001379.2017 . Total de 10 itens ( Ampla concorrencia , Participacao Ex- clusiva e Cota de 25 % Reservada a ME / EPP ) . Valor Estimado R$ 2.979.321,5400 . Edital e Cadastro das Propostas : a partir de 09/07/2018 . Abertura das Propostas : 20/07/2018 as 14 horas , horario de Brasilia , no site www.comprasnet.gov.br . O Edital encontra-se dispo- nibilizado sem onus , no site ou com onus no endereco : SAIN - Setor de Areas Isoladas Norte - Parque Rural s / no - Asa Norte - Bloco "" A "" , 1 andar , sala 83 , Central de Compras da SUAG / SES , CEP 70770-200 , Brasilia / DF . ERICA NEGRYS OLIVEIRA CALDAS Pregoeira ",B-modalidade_licitacao I-modalidade_licitacao O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
27,00060.00132223/2018-59,PREGAO ELETRONICO,249/2018,"868.516,71","PREGAO ELETRONICO POR SRP No 249/2018 - UASG 926119 Objeto : Aquisicao regular do medicamento CELECOXIBE e outros , em sistema de registro de precos , conforme especificacoes e quantitativos constantes no Anexo I do Edital . Processo no : 00060.00132223/ 2018-59 . Total de 3 itens ( ampla concorrencia e cota reservada as ME / EPP ) . Valor Estimado : R$ 868.516,71 . Edital e Cadastro das Propostas : a partir de 09/07/2018 . Abertura das Propostas : 20/07/2018 , as 9h00min , horario de Brasilia , no site www.comprasnet.gov.br . O Edital encontra-se disponibilizado sem onus , no site ou com onus no endereco : SAIN - Setor de Areas Isoladas Norte - Parque Rural s / no - Asa Norte - Bloco "" A "" , 1 andar , sala 83 , Central de Compras da SUAG / SES , CEP 70770-200 , Brasil i a / D F. PRISCILLA MOREIRA FALCAO FIGUEIREDO Pregoeira ",B-modalidade_licitacao I-modalidade_licitacao O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
28,00060.00298108/2018-46,PREGAO ELETRONICO,250/2018,"3.930,6450","PREGAO ELETRONICO POR SRP No 250/2018 - UASG 926119 Objeto : Aquisicao de material de consumo de SERINGA DESCARTAVEL 20 ML , ES- TERIL em sistema de registro de precos para atender as necessidades da Secretaria de Saude - DF , conforme especificacoes e quantitativos constantes no Anexo I do Edital . Processo no : 00060.00298108/ 2018-46 . Total de 01 item ( Ampla concorrencia ) . Valor Estimado : R$ 3.930,6450 . Edital e Cadastro das Propostas : a partir de 09/07/2018 . Abertura das Propostas : 20/07/2018 as 09 horas , horario de Brasilia , no site www.comprasnet.gov.br . O Edital en- contra-se disponibilizado sem onus , no site ou com onus no endereco : SAIN - Setor de Areas Isoladas Norte - Parque Rural s / no - Asa Norte - Bloco "" A "" , 1 andar , sala 83 , Central de Compras da SUAG / SES , CEP 70770-200 , Brasilia / DF . JULIANA ARAUJO E SOUZA Pregoeira ",B-modalidade_licitacao I-modalidade_licitacao O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
29,00060.00291426/2018-86,PREGAO ELETRONICO,251/2018,"91.685,7648","PREGAO ELETRONICO POR SRP No 251/2018 - UASG 926119 Objeto : Aquisicao regular do medicamento GALANTAMINA ( DIDROBROMETO ) e outros , em sistema de registro de precos , conforme especificacoes e quantitativos constantes no Anexo I do Edital . Processo no : 00060.00291426/ 2018-86 . Total de 3 itens ( ampla con- correncia ) . Valor Estimado : R$ 91.685,7648 . Edital e Cadastro das Propostas : a partir de 09/07/2018 . Abertura das Propostas : 20/07/2018 , as 9h30min , horario de Brasilia , no site www.comprasnet.gov.br . O Edital encontra-se disponibilizado sem onus , no site ou com onus no endereco : SAIN - Setor de Areas Isoladas Norte - Parque Rural s / no - Asa Norte - Bloco "" A "" , 1 andar , sala 83 , Central de Compras da SUAG / SES , CEP 70770-200 , Brasil i a / D F. PRISCILLA MOREIRA FALCAO FIGUEIREDO Pregoeira ",B-modalidade_licitacao I-modalidade_licitacao O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
30,060.001373/2017,PREGAO ELETRONICO,203/2018,"2.781.046,29","AVISO DE REABERTURA PREGAO ELETRONICO POR SRP No 203/2018 - UASG 926119 Objeto : Aquisicao de medicamentos nao padronizados , em sistema de registro de precos , para atender as necessidades da Secretaria do Estado de Saude do Distrito Federal , conforme especificacoes e quantitativos constantes no Anexo I do Edital . Processo no : 060.001373/2017 . Total de 23 itens ( ampla concorrencia , cota e exclusividade as ME / EPP ) . Valor Estimado : R$ 2.781.046,29 . Edital e Cadastro das Propostas : a partir de 10/07/2018 . Abertura das Propostas : 20/07/2018 , as 9h00min , horario de Brasilia , no site www.com- prasnet.gov.br . O Edital encontra-se disponibilizado sem onus , no site ou com onus no endereco : SAIN - Setor de Areas Isoladas Norte - Parque Rural s / no - Asa Norte - Bloco "" A "" , 1 andar , sala 83 , Central de Compras da SUAG / SES , CEP 70770-200 , Brasilia / D F. PRISCILLA MOREIRA FALCAO FIGUEIREDO Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
31,00060.00062667/2018-10,PREGAO ELETRONICO,252/2018,"30.761,37","AVISO DE ABERTURA PREGAO ELETRONICO POR SRP No 252/2018 - UASG 926119 Objeto : Aquisicao de material de consumo de CONJUNTO PARA DRENAGEM ME- DIASTINAL e outros em sistema de registro de precos para atender as necessidades da Secretaria de Saude - DF , conforme especificacoes e quantitativos constantes no Anexo I do Edital . Processo SEI no : 00060.00062667/ 2018-10 . Total de 03 itens ( Exclusivos ME / EPP ) . Valor Estimado : R$ 30.761,37 . Edital e Cadastro das Propostas : a partir de 10/07/2018 . Abertura das Propostas : 20/07/2018 as 14 horas , horario de Brasilia , no site www.com- prasnet.gov.br . O Edital encontra-se disponibilizado sem onus , no site ou com onus no endereco : SAIN - Setor de Areas Isoladas Norte - Parque Rural s / no - Asa Norte - Bloco "" A "" , 1 andar , sala 83 , Central de Compras da SUAG / SES , CEP 70770-200 , Brasilia / D F. JULIANA ARAUJO E SOUZA Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
