,processo,tipo,objeto,CNPJ,valor,valor_total,modo_disputa,texto
85,00050-00020715/2019-11, Menor Preco," Registro de Precos para
futura aquisicao de switches 24 postas gerenciavel, Cameras IP fixas, full HD 2MP LPR, Cameras IP fixas,
full HD 2MP e Cameras IP moveis PTZ de alta definicao, para atender a ampliacao do Projeto de
Videomonitoramento Urbano (CFTV) no Distrito Federal, firmado por meio dos Convenios no
882008/2018 e 880807/2018, celebrados entre a Uniao por intermedio do Ministerio da Justica e o Distrito
Federal por meio da Secretaria de Estado de Seguranca Publica do Distrito Federal",05.769.362/0001-65,"4.599,48","4.599,48",nan," - SRP
PREGAO ELETRONICO No 36/2019
PROCESSO SEI-GDF: 00050-00020715/2019-11. TIPO: Menor Preco. OBJETO: Registro de Precos para
futura aquisicao de switches 24 postas gerenciavel, Cameras IP fixas, full HD 2MP LPR, Cameras IP fixas,
full HD 2MP e Cameras IP moveis PTZ de alta definicao, para atender a ampliacao do Projeto de
Videomonitoramento Urbano (CFTV) no Distrito Federal, firmado por meio dos Convenios no
882008/2018 e 880807/2018, celebrados entre a Uniao por intermedio do Ministerio da Justica e o Distrito
Federal por meio da Secretaria de Estado de Seguranca Publica do Distrito Federal. A SSPDF informa,
com fulcro nos incisos V e VI do Artigo 13 do Decreto no 10.024/2019, a ADJUDICACAO do item 3 a
Control Teleinformatica Ltda, CNPJ 05.455.684/0001-30, no valor unitario de R$ 4.599,48; dos itens 6 e
7 a MBA Teleinformatica Ltda, CNPJ 05.769.362/0001-65, no valor unitario de R$ 1.550,00 e R$
4.599,48; e a HOMOLOGACAO do certame"
86,00050-00020715/2019-11, Menor Preco," Registro de Precos para futura aquisicao
de switches 24 postas gerenciavel, Cameras IP fixas, full HD 2MP LPR, Cameras IP fixas, full HD 2MP
e Cameras IP moveis PTZ de alta definicao, para atender a ampliacao do Projeto de Videomonitoramento
Urbano (CFTV) no Distrito Federal, firmado por meio dos Convenios no 882008/2018 e 880807/2018,
celebrados entre a Uniao por intermedio do Ministerio da Justica e o Distrito Federal por meio da
Secretaria de Estado de Seguranca Publica do Distrito Federal",05.455.684/0001-30,"1.550,00","1.550,00",nan," - SRP
PREGAO ELETRONICO No 36/2019
Processo: 00050-00020715/2019-11. Tipo: Menor Preco. Objeto: Registro de Precos para futura aquisicao
de switches 24 postas gerenciavel, Cameras IP fixas, full HD 2MP LPR, Cameras IP fixas, full HD 2MP
e Cameras IP moveis PTZ de alta definicao, para atender a ampliacao do Projeto de Videomonitoramento
Urbano (CFTV) no Distrito Federal, firmado por meio dos Convenios no 882008/2018 e 880807/2018,
celebrados entre a Uniao por intermedio do Ministerio da Justica e o Distrito Federal por meio da
Secretaria de Estado de Seguranca Publica do Distrito Federal. A SSPDF informa, com fulcro nos incisos
V e VI do Artigo 13 do Decreto no 10.024/2019, a ADJUDICACAO do item 2 a Control Te l e i n f o r m a t i c a
Ltda., CNPJ 05.455.684/0001-30, no valor unitario de R$ 1.550,00; e a HOMOLOGACAO do certame"
87,00054-00063469/2018-06, Menor Preco," registro de precos de MATERIAIS DE
CONSUMO (SONDAS)",26.685.436/0001-55,nan,"4.485,60",nan,"
PREGAO ELETRONICO No 10/2019
Processo: 00054-00063469/2018-06. Tipo: Menor Preco. Objeto: registro de precos de MATERIAIS DE
CONSUMO (SONDAS). Nos termos do art. 11, IX, e art. 8, VI, do Decreto Federal no 5450/2005, o
DSAP informa a adjudicacao e a homologacao dos objetos do pregao eletronico das empresas: CMC
PRODUTOS HOSPITALARES LTDA, CNPJ: 13.470.384/0001-58, pelo valor total do fornecedor de R$
1.954,80 (um mil novecentos e cinquenta e quatro reais e oitenta centavos) para os itens: 15, 16, 17 ,
18, 19 ,20 , 21; GOLD CARE COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES
LTDA, CNPJ:26.685.436/0001-55, pelo valor total do fornecedor de R$ 4.485,60 (quatro mil
quatrocentos e oitenta e cinco reais e sessenta centavos) para os itens: 9, 10, 11, 12, 13, 22, 23,
resultando em valor global da ata de R$ 6.440,40 (seis mil quatrocentos e quarenta reais e quarenta
centavos). Os Termos  de Adjudicacao e de Homologacao estao  disponiveis no sitio
www.comprasgovernamentais.gov.br, UASG 926670"
88,nan,nan," Contratacao de Empresa para Execucao dos Servicos de Analises
Laboratoriais para o Programa de Controle De Efluentes Nao Domesticos nas ADEs do PROGRAMA
PROCIDADES-DF, LPN no 04/2018",03.417.494/0001-00,"474.620,00","474.620,00",nan,"
LICITACAO PUBLICA NACIONAL LPN 04/2018
PROCIDADES - PROGRAMA DE DESENVOLVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Processo: 0370-000467/2018 Objeto: Contratacao de Empresa para Execucao dos Servicos de Analises
Laboratoriais para o Programa de Controle De Efluentes Nao Domesticos nas ADEs do PROGRAMA
PROCIDADES-DF, LPN no 04/2018. A SDE informa a ADJUDICACAO, com o fulcro no inciso VI do
Artigo 43 da LEI 8.666/93, referente aos Lotes II, III, IV e V a empresa ARAXA AMBIENTAL LTDA,
CNPJ 03.417.494/0001-00, no valor total de R$ 474.620,00 (quatrocentos e setenta e quatro mil, seiscentos
e vinte reais) e a HOMOLOGACAO do certame, de acordo com a referida Lei de Licitacoes"
89,00072-00002645/2019-98,nan," Pregao Eletronico - Pregao Eletronico - Aquisicao de
materiais para sistema de captacao de agua de chuva e sistema de irrigacao, visando atender as
necessidades do Programa de Agricultura Urbana, da Gerencia de Desenvolvimento Agropecuario da
EMATER-DF, conforme especificacoes constantes do Termo de Referencia, anexo I do Edital",91.967.067/0001-55,"520.042,50","520.042,50",nan,"
PREGAO ELETRONICO No 014/2019
Processo:00072-00002645/2019-98. Objeto: Pregao Eletronico - Pregao Eletronico - Aquisicao de
materiais para sistema de captacao de agua de chuva e sistema de irrigacao, visando atender as
necessidades do Programa de Agricultura Urbana, da Gerencia de Desenvolvimento Agropecuario da
EMATER-DF, conforme especificacoes constantes do Termo de Referencia, anexo I do Edital. A
EMATER-DF informa a ADJUDICACAO e HOMOLOGACAO final do certame, com fulcro no Decreto
no 5.450/2005, de 31/05/2005, Grupo I - BAKOF PLASTICOS LTDA, CNPJ 91.967.067/0001-55, no valor
total de R$ 520.042,50 (quinhentos e vinte mil e quarenta e dois reais e cinquenta centavos). Assina: Joao
de Deus Abreu Soares - Pregoeiro"
90,nan, Menor Preco,nan,nan,nan,nan,nan,"
PREGAO ELETRONICO No 32/2018
Processo: 0050-000653/2017. TIPO: Menor Preco. OBJETO: Contratacao de empresas especializadas
para a prestacao de servico continuo, comum de preparacao e fornecimento de quatro alimentacoes
diarias para pessoas privadas de liberdade, recolhidas no Centro de Detencao Provisoria (CDP),
Penitenciaria do Distrito Federal I (PDF I), Penitenciaria do Distrito Federal II (PDF II), e Centro de
Internamento e Reeducacao (CIR), unidades que compoem o Sistema Penitenciario do Distrito Federal"
91,00050-00043043/2019-11, Menor Preco," Registro de Precos para futura
aquisicao de equipamentos de (TI), Switches gerenciaveis (24 e 48 portas), Switches de distribuicao,
Gateway e aparelhos telefonicos IP, visado atendimento as necessidades de equipamentos de
Tecnologia da Informacao e Comunicacao (TIC) para o Sistema Penitenciario da Secretaria de Estado
de Seguranca Publica Distrito Federal",54.561.071/0001-92,"1.195.663,00","6.935,00",nan," - SRP
PREGAO ELETRONICO No 44/2019
Processo: 00050-00043043/2019-11. Tipo: Menor Preco. Objeto: Registro de Precos para futura
aquisicao de equipamentos de (TI), Switches gerenciaveis (24 e 48 portas), Switches de distribuicao,
Gateway e aparelhos telefonicos IP, visado atendimento as necessidades de equipamentos de
Tecnologia da Informacao e Comunicacao (TIC) para o Sistema Penitenciario da Secretaria de Estado
de Seguranca Publica Distrito Federal. A SSPDF informa, com fulcro no inciso IX do artigo 17, e
inciso VI do Artigo 13 do Decreto no 10.024/2019, a ADJUDICACAO do GRUPO 1 a 3CORP
Tecnology S/A Infraestrutura de Telecom, CNPJ 04.238.297/0001-89, no valor total de R$
1.195.663,00; do item 5 a NETSCIENCE Tecnologia Industria de Equipamentos de Comunicacao
EIRELI, CNPJ 08.349.324/0001-41, no valor unitario de R$ 6.935,00; do item 4 a R&A Comercio
de Equipamentos Telefonicos Ltda., CNPJ 54.561.071/0001-92, no valor unitario de R$ 449,85; e a
HOMOLOGACAO do certame"
92,00054-00036110/2019-39,nan,nan,nan,nan,nan,nan,"
COTACAO ELETRONICA No 2/2019
Processo: 00054-00036110/2019-39. O Departamento de Saude e Assistencia ao Pessoal da PMDF informa
a adjudicacao e a homologacao de cotacao eletronica, respectivamente conforme incisos V e VI do art. 4o
da Portaria no 306/2001-MPOG, em razao da contratacao direta para aquisicao de Material Permanente -
Aventais de Borracha Plumbifera e Suporte para Aventais nos termos do art. 24, II, da Lei no 8.666/1993"
93,nan, Menor Preco,nan,nan,nan,nan,nan,"
PREGAO ELETRONICO No 32/2018
Processo SEI-GDF no: 0050-000653/2017. Tipo: Menor Preco. Objeto: Contratacao de empresas
especializadas para a prestacao de servico continuo, comum de preparacao e fornecimento de quatro
alimentacoes diarias para pessoas privadas de liberdade, recolhidas no Centro de Detencao Provisoria
(CDP), Penitenciaria do Distrito Federal I (PDF I), Penitenciaria do Distrito Federal II (PDF II), e Centro
de Internamento e Reeducacao (CIR), unidades que compoem o Sistema Penitenciario do Distrito Federal"
94,00050-00035059/2019-51, Menor Preco," Registro de Precos para futura
aquisicao de materiais para manutencao e conservacao de bens imoveis (materiais hidraulicos), para
atender demandas da Secretaria de Estado de Seguranca Publica do Distrito Federal",31.119.687/0001-02,"686,54","686,54",nan,"
PREGAO ELETRONICO No 39/2019
Processo: 00050-00035059/2019-51. Tipo: Menor Preco. OBJETO: Registro de Precos para futura
aquisicao de materiais para manutencao e conservacao de bens imoveis (materiais hidraulicos), para
atender demandas da Secretaria de Estado de Seguranca Publica do Distrito Federal. A SSPDF informa,
com fulcro no inciso IX do artigo 17 e inciso VI do artigo 13 do Decreto no 10.024/2019, a
ADJUDICACAO do item 111 a Digiserv Trading Eireli, CNPJ 02.602.747/0001-45, no valor unitario de
R$ 686,54; dos itens 115 e 133 a J.J.Vitalli, CNPJ 08.658.622/0001-13, nos valores unitarios de R$ 20,23
e R$ 44,98; dos itens 7, 8, 19, 30, 54, 71, 72, 84, 85, 93, 106 a Comercial Vanguardeira Eirelli, nos valores
unitarios de R$ 6,68, R$ 18,98, R$ 0,78, R$ 0,98, R$ 2,18, R$ 39,98, R$ 8,06, R$ 3,70, R$ 2,48, R$ 2,98,
R$ 2,63; do item 21 a JP Equipamentos Eireli, CNPJ 17.473.920/0001-20, no valor unitario de R$ 18,03;
do item 24 a Licitare Produtos, Materiais e Servicos Ltda, CNPJ 18.641.075/0001-17 no valor unitario de
R$ 26,18; do item 29 a Antonio Marques Filho & CIA Ltda no valor unitario de R$ 11,48; dos itens 2,
3, 9, 14, 36, 39, 40, 58, 60, 66, 67, 69, 90, 101, 105 a Larissa Aquino de Medeiros, CNPJ
21.638.856/0001-67 nos valores unitarios de R$ 1,50, R$ 0,23, R$ 0,78, R$ 0,18, R$ 0,57, R$ 0,50, R$
2,40, R$ 2,43, R$ 1,69, R$ 0,40, R$ 0,82, R$ 1,00, R$ 3,02, R$ 1,50, R$ 1,00; dos itens 5, 12, 20, 32,
47, 55, 77, 78, 86, 92, 112, 114 a Comercio de Materiais de Construcoes Cavalheiros Ltda, CNPJ
21.875.005/0001-38, nos valores unitarios de R$ 300,00, R$ 11,55, R$ 200,00, R$ 0,62, R$ 17,31, R$
3,25, R$ 38,98, R$127,14, R$ 15,81, R$ 11,93, R$ 1,44, R$ 6,07; dos itens 6, 13, 28, 31, 41, 44, 45, 48,
50, 51, 52, 57, 65, 74, 75, 81, 82, 83, 91, 95, 102, 104, 116, 117, 119, 120, 130, 131 a Nova Atacadista
Para Construcao, CNPJ 26.392.294/0001-38, nos valores unitarios de R$ 8,11, R$ 16,99,j R$ 2,48, R$
2,31, R$ 0,17, R$ 1,21, R$ 1,30, R$ 1,78, R$ 19,22, R$ 2,80, R$ 15,42, R$ 3,62, R$ 1,94, R$ 86,98, R$
47,48, R$ 48,98, R$ 11,49, R$ 2,78, R$ 61,89, R$ 244,42, R$ 4,94, R$ 6,25, R$ 45,95, R$ 14,98, R$
99,79, R$ 26,96, R$ 149,95, R$68,98; dos itens 15, 17, 33, 46, 56, 73, 87, 88, 89, 99, 103 a Sul.Com
Atacado e Varejo Ltda, CNPJ: 26.469.541/0001-57, nos valores unitarios de R$ 2,10, R$ 1,80, R$ 0,62, R$
1,00, R$ 2,50, R$ 4,12, R$ 19,00, R$ 7,00, R$ 9,75, R$ 3,16, R$ 2,38; dos itens 96 e 98 a Ariadner da
Silva Messias, CNPJ 27.204.689/0001-22, nos valores unitarios de R$ 27,82, R$ 52,62; do item 4 a Fenix
Materiais de Construcao Ltda, CNPJ 28.128.604/0001-37, no valor unitario de R$ 0,61; dos itens 18, 34,
35, 59, 61, 63, 64, 68, 124, 125 a Marvi Materiais Eletricos Eireli, CNPJ 27.423.687/0001-97, nos valores
unitarios de R$ 0,23, R$ 0,32, R$ 0,38, R$ 0,54, R$ 19,04, R$ 0,20, R$ 1,91, R$ 1,88, R$ 18,50, R$
23,76; do item 94 a N.S.S. Comercial &Construtora Eireli, CNPJ 28.634.818/0001-85 no valor unitario de
R$ 144,85; dos itens 22, 23, 26, 53, 80, 121, 122, 123, 126, 127, 128, 129, 132 a Brazmadeiras
Construcoes e Reformas Eireli, CNPJ 29.207.227/0001-94, nos valores unitarios de R$ 4,22, R$ 11,88, R$
10,00, R$ 105,00, R$ 107,94, R$ 29,98, R$ 7,98, R$ 9,17, R$ 34,98, R$ 40,00, R$ 6,10, R$ 1,19, R$
352,00; dos itens 10, 70, 107, 110 a Universo da Irrigacao Eireli, CNPJ 30.275.426/0001-19, nos valores
unitarios de R$ 4,00, R$ 8,80, R$ 5,00, R$ 2,80; dos itens 1, 11, 16, 25, 27, 37, 38, 42, 43, 49, 62, 76,
79, 100, 109, 113, 118 a Costa & Nascimento Comercio e Servicos Ltda, CNPJ 31.119.687/0001-02, nos
valores unitarios de R$ 0,68, R$22,38, R$ 1,23, R$ 4,20, R$ 0,98, R$ 0,15, R$ 0,69, R$ 0,24, R$ 0,62,
R$ 1,94, R$ 1,09, R$ 285,00, R$ 399,90, R$ 0,38, R$ 0,30, R$ 27,00, R$ 100,00. Os itens 97 e 108 foram
fracassados. A SSPDF Informa ainda a HOMOLOGACAO do certame com fulcro no artigo 13, inciso VI
do Decreto no 10.024/2019"
95,00050-00031837/2019-32, Menor Preco," Aquisicao de tendas e de cadeiras
plasticas, para atender demandas da Secretaria de Estado de Seguranca Publica do Distrito Federal",10.862.668/0001-00,"3.229,20","7.740,00",nan,"
PREGAO ELETRONICO No 33/2019
Processo: 00050-00031837/2019-32. TIPO: Menor Preco. OBJETO: Aquisicao de tendas e de cadeiras
plasticas, para atender demandas da Secretaria de Estado de Seguranca Publica do Distrito Federal. A
SSPDF informa, com fulcro no inciso IX do artigo 17 e inciso VI do artigo 13 do Decreto no
10.024/2019, a ADJUDICACAO do item 1 a Aiala Eventos Eireli, CNPJ 10.862.668/0001-00, no
valor total de R$ 7.740,00; do item 2 a Supreme Artigos de Plastico Ltda, CNPJ 23.036.879/0001-
27, no valor total de R$3.229,20. A SSPDF informa ainda a HOMOLOGACAO do certame com
fulcro no inciso VI do Artigo 13, do Decreto no 10.024/2019"
96,00050.00036456/2019-40, Menor Preco," Registro de Precos para futura aquisicao
de Rocadeira manual com motor e Podador de galhos com motor, para atender demandas da Secretaria de
Estado de Seguranca Publica do Distrito Federal",26.517.495/0001-14,"985,00","985,00",nan,"
PREGAO ELETRONICO No 30/2019
Processo: 00050.00036456/2019-40. Tipo: Menor Preco. Objeto: Registro de Precos para futura aquisicao
de Rocadeira manual com motor e Podador de galhos com motor, para atender demandas da Secretaria de
Estado de Seguranca Publica do Distrito Federal. A SSPDF informa, com fulcro no inciso IX do artigo 17
do Decreto no 10.024/2019, a ADJUDICACAO do item 1 a Comercial Vanguardeira Eireli, CNPJ
10.942.831/0001-36, no valor unitario de R$ 985,00; do item 2 a Vidente Construcoes e Comercio Ltda,
CNPJ 26.517.495/0001-14, no valor unitario de R$ 1.070,00. A SSPDF informa ainda a
HOMOLOGACAO do certame com fulcro no inciso VI do Artigo 13, do Decreto no 10.024/2019"
97,00050-00035682/2019-78," Disputa pelo menor preco estimado (sigiloso) de um
quilograma da refeicao (almoco)"," Selecao de empresa especializada no fornecimento de
servicos de alimentacao, relativos a restaurante e lanchonete no pavimento terreo do Edificio Sede da
Secretaria de Estado de Seguranca de Publica do Distrito Federal, mediante concessao de uso onerosa
de espaco publico com area total de 76,79m2, localizada no Setor de Administracao Municipal - SAM,
Bloco ""A"", Brasilia, DF, Brasilia, DF",22.414.980/0001-01,"21,53","76,79",nan,"
PREGAO ELETRONICO No 45/2019-SSP
Processo: 00050-00035682/2019-78. TIPO: Disputa pelo menor preco estimado (sigiloso) de um
quilograma da refeicao (almoco). OBJETO: Selecao de empresa especializada no fornecimento de
servicos de alimentacao, relativos a restaurante e lanchonete no pavimento terreo do Edificio Sede da
Secretaria de Estado de Seguranca de Publica do Distrito Federal, mediante concessao de uso onerosa
de espaco publico com area total de 76,79m2, localizada no Setor de Administracao Municipal - SAM,
Bloco ""A"", Brasilia, DF, Brasilia, DF. A SSPDF informa, com fulcro no inciso IX do artigo 17, e
inciso VI do Artigo 13 do Decreto no 10.024/2019, a ADJUDICACAO do objeto a RM Restaurante
e Lanchonete EIRELI - ME, CNPJ No: 22.414.980/0001-01, no valor unitario de R$ 21,53 por quilo
de refeicao; e a HOMOLOGACAO do certame"
98,00072-00001421/2019-69,nan," Contratacao, sob demanda, de empresa especializada em
esgotamento sanitario individual, para fornecimento e instalacao de sistemas individuais Reatores
Anaerobios biologicos, autonomos, para tratamento de efluentes domesticos, fabricado em fibra de vidro,
dentro das normas NBR 7",nan,nan,nan,nan,"
PREGAO ELETRONICO No 11/2019
Processo: 00072-00001421/2019-69. Objeto: Contratacao, sob demanda, de empresa especializada em
esgotamento sanitario individual, para fornecimento e instalacao de sistemas individuais Reatores
Anaerobios biologicos, autonomos, para tratamento de efluentes domesticos, fabricado em fibra de vidro,
dentro das normas NBR 7.229/93 e NBR 13.969/97, sem utilizacao de energia eletrica ou qualquer produto
quimico adicional, por meio da acao das bacterias anaerobias presentes no esgoto, com disposicao de
efluentes no solo atraves de valas de infiltracao minimizando o impacto ambiental em aguas subterraneas"
99,00050-00035446/2019-97, Menor Preco," Registro de Precos para futura
aquisicao de materiais para manutencao e conservacao de bens imoveis (materiais de construcao), para
atender demandas da Secretaria de Estado de Seguranca Publica do Distrito Federal",34.049.507/0001-51,"20,00","48,50",nan," - SRP
PREGAO ELETRONICO No 40/2019-SSPDF
Processo: 00050-00035446/2019-97. TIPO: Menor Preco. OBJETO: Registro de Precos para futura
aquisicao de materiais para manutencao e conservacao de bens imoveis (materiais de construcao), para
atender demandas da Secretaria de Estado de Seguranca Publica do Distrito Federal. A SSPDF informa,
com fulcro no inciso IX do artigo 17, e inciso VI do Artigo 13 do Decreto no 10.024/2019, a
ADJUDICACAO do item 175 a Flexicoat Industria e Comercio Ltda., CNPJ 00.768.990/0001-02, no
valor unitario R$ 48,50; dos itens 179 e 186 a ABV Construcoes Ltda., CNPJ 01.911.452/0001-98, no
valor unitario de R$ 89,50 e 57,00; do item 136 a Ellen Moallem & Cia Ltda., CNPJ 08.084.695/0001-
49, no valor unitario de R$ 20,00; dos itens 4, 14, 23, 24, 25, 26, 32, 59, 70, 71 e 96 a J. J. Vitalli, CNPJ
08.658.622/0001-13, no valor unitario de R$ 12,00, R$ 16,90, R$ 5,18, R$ 1,00, R$ 2,70, R$ 3,66, R$
2,50, R$ 6,27, R$ 22,00, R$ 19,50 e R$ 0,39; do item 165 a Eldorado Industria e Comercio de Tintas
Ltda., CNPJ 09.656.722/0001-73, no valor unitario de R$ 69,90; dos itens 15, 48, 53, 150 e 151 a GFK
Comercio e Construcao Ltda., CNPJ 10.943.754/0001-39, no valor unitario de R$ 5,50, R$ 41,80, R$
4,22, R$ 32,00 e R$ 23,00; do item 90 a Supermax Empreendimentos Ltda., CNPJ 10.973.149/0001-00,
no valor unitario de R$ 155,00; do item 102 a Eldorado Madeiras Ltda., CNPJ 11.130.573/0001-56, no
valor unitario de R$ 6,80; dos itens 79, 192 e 205 a G.P.A Gerenciamento e Projetos Eireli, CNPJ
11.175.931/0001-47, no valor unitario de R$ 34,35, R$ 44,41 e R$ 69,47; dos itens 56, 89 e 127 a
Metalurgica Souza e Martins Ltda., CNPJ 14.221.952/0001-40, no valor unitario de R$ 8,60, R$ 4,41 e
R$ 15,68; dos itens 6, 8, 10, 11, 13, 28, 31, 38, 61, 63, 66, 68, 72, 73, 75, 84, 85, 93, 94, 95, 101, 106,
107, 109, 110, 113, 116, 117, 119, 120, 132, 134, 135, 138, 153, 154, 155, 162, 163, 164, 176, 178, 202
e 203 a AAZ Comercial Eireli, CNPJ 15.449.518/0001-84, no valor unitario de R$ 122,59, R$ 186,99, R$
83,99, R$ 18,75, R$ 5,98, R$ 33,37, R$ 0,13, R$ 10,00, R$ 7,92, R$ 7,80, R$ 4,18, R$ 1,53, R$ 7,56,
R$ 2,50, R$ 6,94, R$ 22,99, R$ 20,86, R$ 3,00, R$ 3,34, R$ 0,43, R$ 4,39, R$ 32,50, R$ 13,43, R$
29,49, R$ 12,50, R$ 162,48, R$ 24,28, R$ 36,98, R$ 11,30, R$ 11,70, R$ 149,49, R$ 15,40, R$ 9,05, R$
1,89, R$ 250,25, R$ 33,88, R$ 0,44, R$ 45,47, R$ 43,44, R$ 48,44, R$ 64,78, R$ 157,00, R$ 19,99 e R$
27,19; dos itens 159, 160 e 161 a T C da Silva Rosas, CNPJ 16.513.231/0001-39, no valor unitario de
R$ 77,90, R$ 74,10 e R$ 82,30; dos itens 81 e 82 a Art Stilo Papelaria, Livraria, Comercio e Informatica
Eireli CNPJ 16.731.837/0001-40, no valor unitario de R$ 2,14 e R$ 2,88; dos itens 115, 145 e 147 a
Licitare Produtos, Materiais e Servicos Ltda., CNPJ 18.641.075/0001-17, no valor unitario de R$ 22,74,
R$ 3,25 e R$ 24,04; dos itens 52, 100 e 114 a Extincom do Brasil - Comercio e Manutencao de
Extintores e Equipamentos de Seguranca Eireli, CNPJ 19.320.823/0001-22, no valor unitario de R$ 48,50,
R$ 1,80 e R$ 2,49; do item 47 a N. B. Distribuidora e Importadora de Produtos e Equipam, CNPJ
20.425.201/0001-48, no valor unitario de R$ 100,00; do item 152 a Antonio Marques Filho & Cia Ltda.,
CNPJ 20.892.519/0001-39, no valor unitario de R$ 11,80; dos itens 1, 2, 27, 29, 30, 33, 35, 54, 55, 62,
65, 67, 69, 74, 86, 88, 103, 108, 128, 129, 130, 131, 133, 139, 140, 141, 142, 143, 149, 156, 157, 185,
196, 197, 198, 199, 201, 209 e 210 a Comercio de Materiais de Construcoes Cavalheiros Ltda., CNPJ
21.875.005/0001-38, no valor unitario de R$ 36,72, R$ 10,90, R$ 4,36, R$ 0,07, R$ 0,09, R$ 11,21, R$
12,60, R$ 56,11, R$ 10,70, R$ 2,80, R$ 6,12, R$ 22,40, R$ 34,00, R$ 9,35, R$ 6,11, R$ 5,20, R$ 30,00,
R$ 1,40, R$ 88,40, R$ 112,58, R$ ,106,54 R$ 7,90, R$ 0,72, R$ 13,38, R$ 16,80, R$ 22,00, R$ 21,88,
R$ 21,15, R$ 4,88, R$ 0,46, R$ 0,68, R$ 5,10, R$ 14,97, R$ 15,03, R$ 15,28, R$ 15,15, R$ 27,60,R$
16,80 e R$ 28,00; dos itens 18, 20, 39, 41, 42, 78, 112, 125, 171, 172, 173, 181, 182, 183, 187, 188, 189,
191, 195, 204, 206 e 207 a MDX Industria e Comercio de Aco Ltda., CNPJ 24.013.628/0001-90, no valor
unitario de R$ 28,07, R$ 27,10, R$ 119,15, 32,50, R$ 19,73, R$ 13,90, R$ 60,70, R$ 9,78, R$ 92,85, R$
56,08, R$ 89,92, R$ 46,90, R$ 46,15, R$ 25,14, R$ 18,14, R$ 23,48, R$ 34,34, R$ 52,10, R$ 30,36, R$
45,00, R$ 91,66, e R$ 41,05; do item 121 a Eletrica TI Eireli, CNPJ 25.041.538/0001-75, no valor
unitario de R$ 43,00; dos itens 7, 12, 57, 58, 60, 87, 91, 111, 122, 144, 146, 148, 177 e 190 a Nova
Atacadista para Construcao Ltda., CNPJ 26.392.294/0001-38, no valor unitario de R$ 10,50, R$ 13,17, R$
27,38, R$ 27,80, R$ 36,61, R$ 459,00, R$ 399,50, R$ 39,57, R$ 55,50, R$ 2,54, R$ 6,41, R$ 55,50, R$
37,50, e R$ 42,03; do item 168 a Cemaco Comercio de Materiais de Construcao Ltda., CNPJ
26.500.918/0001-93, no valor unitario de R$ 64,20; dos itens 9, 83 e 174 a Safira Comercial Eireli, CNPJ
26.746.569/0001-94, no valor unitario de R$ 12,50, R$ 13,70 e 8,25; dos itens 17, 50, 97, 167 e 194 a
Fenix Materiais de Construcao Ltda., CNPJ 28.128.604/0001-37, no valor unitario de R$ 77,48, R$ 3,03,
R$ 0,36, R$ 20,00 e R$ 13,85; dos itens 16, 19, 22, 36, 40, 44 e 46 a N.S.S. Comercial & Construtora
EIRELI, CNPJ 28.634.818/0001-85, no valor unitario de R$ 51,00, R$ 12,77, R$ 38,37, R$ 19,50, R$
56,90, R$ 77,00 e R$ 11,79; dos itens 3, 5, 34, 64, 76, 77, 80, 92, 98, 104, 118, 124, 137, 169, 180 e
208 a Costa & Nascimento Comercio e Servicos Ltda., CNPJ 31.119.687/0001-02, no valor unitario de R$
13,00, R$ 12,80, R$ 6,57, R$ 100,00, R$ 32,50, R$ 26,49, R$ 5,38, R$ 31,50, R$ 0,49, R$ 2,86, R$ 1,82,
R$ 9,40, R$ 17,70, R$ 5,97, R$ 16,90 e R$ 55,50; do item 51 a Hung Chih Chen, CNPJ
33.531.168/0001-82, no valor unitario de R$ 21,00; do item 170 a Gabriela Bresolin, CNPJ
33.578.868/0001-22, no valor unitario de R$ 184,07; do item 193 a Franco & Oliveira Ltda., CNPJ
34.049.507/0001-51, no valor unitario de R$ 52,10; e a HOMOLOGACAO do certame. O total licitado
foi de R$ 3.773.331,13. Os itens 21, 37, 43, 45, 49, 99, 105, 123, 126, 158, 166, 184 e 200
fracassaram"
100,00053-00067499/2017-21, Menor preco," Contratacao de
empresa de especializada para construcao do Grupamento de Protecao Ambiental (GPRAM) e 2 (duas)
Garagens Operacionais do CBMDF, situado na SGAN 916, Area Especial S/No - Asa Norte",nan,nan,nan,nan,"
RDC No 01/2020
PROCESSO No SEI - 00053-00067499/2017-21/CBMDF. TIPO: Menor preco. OBJETO: Contratacao de
empresa de especializada para construcao do Grupamento de Protecao Ambiental (GPRAM) e 2 (duas)
Garagens Operacionais do CBMDF, situado na SGAN 916, Area Especial S/No - Asa Norte. O DICOA
No 43, quinta-feira, 5 de marco de 2020
PAGINA 71
Diario Oficial do Distrito Federal
Este documento pode ser verificado no endereco eletronico h t t p : / / w w w. i n . g o v. b r / a u t e n t i c i d a d e . h t m l
pelo codigo 50012020030500071
Documento assinado digitalmente conforme MP no 2.200-2 de 24/08/2001, que institui a
Infraestrutura de Chaves Publicas Brasileira - ICP-Brasil"
