,numero_contrato,processo_gdf,data_escrito,text,labels
20,03/2019,00094-00011420/2018-11,17/12/2019,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO No 03/2019 Processo : 00094-00011420/ 2018-11 PARTES : Servico de Limpeza Urbana do Distrito Federal SLU / DF e a ASSOCIACAO DE CATADORES DE MATERIAIS RECICLAVEIS VENCENDO OS OBSTACULOS , CNPJ no 27.993.314/ 0001-99 . OBJETO : O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do contrato no 03/2019 , de 22 de janeiro de 2020 a 31 de julho de2020 , com base no inciso II , do art. 57 da Lei no 8.666/1993 . DATA DE ASSINATURA : 17/12/2019 . DA VIGENCIA : De 22 de janeiro de 2020 ate 31 de julho de 2020 . SIGNAT A R I O S : pelo SLU / DF , FELIX ANGELO PALAZZO , Diretor-Presidente e LUCIANA GIFFONI RODRIGUES PADILHA , Diretora de Administracao e Financas e , pela CONTRATADA : LUCIA FERNANDES DO NASCIMENTO , representante legal . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
21,04/2019,00094-00011345/2018-98,16/12/2019,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO No 04/2019 Processo : 00094-00011345/ 2018-98 . PARTES : Servico de Limpeza Urbana do Distrito Federal - SLU / DF e a COOPERATIVA DE TRABALHO DE CATADORES DE MATERIAIS RECICLAVEIS E REUTILIZAVEIS AMBIENTAL - COOPERE , CNPJ no 10.756.259/ 0001-10 . OBJETO : Prorrogar o prazo de vigencia do contrato no 04/2019 , de 22 janeiro de 2020 a 31 de julho de 2020 , com base no inciso II , do art. 57 da Lei no 8.666/1993 , e no Despacho SEI-GDF SLU / PRESI / DITEC ( 32891927 ) . DA VIGENCIA : O presente Termo Aditivo tera vigencia de 22 janeiro de 2020 ate 31 de julho de2020 . DATA DA ASSINATURA : 16/12/2019 . SIGNATARIOS : FELIX ANGELO PALAZZO pelo SLU / DF , Diretor Presidente , e LUCIANA GIFFONI RODRIGUES PADILHA , Diretora de Administracao e Financas , e pela CONTRATADA : JOSE SALUSTIANO FILHO , Representante legal . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
22,07/2018,00094-00005091/2018-79,17/12/2019,"EXTRATO DO SEGUNDO TERMO ADITIVO AO CONTRATO No 07/2018 Processo : 00094-00005091/ 2018-79 PARTES : Servico de Limpeza Urbana do Distrito Federal SLU / DF e a COOPERATIVA DE TRABALHO DE MATERIAL RECICLADO E DE EDUCACAO AMBIENTAL NOVA ESPERANCA - COOPERNOES , CNPJ no 01.567.525/ 0001-76 . OBJETO : 2.1 . Prorrogar o prazo de vigencia do contrato no 07/2018 , de 17 de janeiro de 2020 a 31 de julho de 2020 , com base no inciso II , do art. 57 da Lei no 8.666/1993 , e 2.2 . Incluir a Clausula Vigesima Segunda - Da Conta Vinculada . DATA DE ASSINATURA : 17/12/2019 ; VIGENCIA : De 17 de janeiro de 2020 a 31 de julho de2020 . SIGNATARIOS : pelo SLU / DF , FELIX ANGELO PALAZZO , Diretor- Presidente e LUCIANA GIFFONI RODRIGUES PADILHA , Diretora de Administracao e Financas e , pela CONTRATADA : ALEX PEREIRA DOS SANTOS , Representante legal . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
23,002/2018,131-000016/2018,,"EXTRATO DO QUARTO TERMO ADITIVO AO CONTRATO No 002/2018 , NOS TERMOS DO PADRAO No 13/2002 - SUPLEMENTACAO Processo : 131-000016/2018 . Partes : DF / RA II , CNPJ no 33.524.869/ 0001-94 e a COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL - CAESB , CNPJ no 00.082.024/ 0001-37 . Objeto : O presente Termo Aditivo objetiva a alteracao contratual com vistas a SUPLEMENTACAO de recursos no valor de R$ 27.900,00 ( vinte e sete mil e novecentos reais ) , ao Contrato no 002/2018 , celebrado em 30/01/2018 , Extrato do Contrato publicado no DODF n 34 de 20 de fevereiro de 2018 , pagina 39 , nos termos do inciso I , alinea "" b "" , art. 65 da Lei no 8.666/93 , passando o Contrato a ter o valor total de R$ 251.015,81 ( duzentos e cinquenta e um mil quinze reais e oitenta e um centavos ) . Da Dotacao Orcamentaria : a despesa decorrente da presente alteracao correra a conta da seguinte Dotacao Orcamentaria : I - Unidade Orcamentaria : 09104 - Administracao Regional do Gama , II - Programa de Trabalho : 04.122.6001.8517.0075 ( Manutencao de Servicos Administrativos Gerais - Administracao Regional do Gama ) , III - Elemento de Despesa : 339039 - Servicos de Terceiros - PJ , IV - Fonte de Recursos : 100/120 , V - Notas de Empenhos : 2019NE00273 ( 32124623 ) e 2019NE00274 ( 32124714 ) . Da Ratificacao : Permanecem inalteradas as demais clausulas do contrato a que se refere o presente Termo Aditivo . Da vigencia : O presente Termo Aditivo entra em vigencia a partir da data de sua assinatura . Signatarios : Pelo DF / RA-II , Jose Elias Silva de Jesus , na qualidade de Administrador Regional do Gama e pela contratada : Pedro Cardoso de Santana Filho , na qualidade de Diretor Financeiro e Comercial e Diego Rezende Ferreira , na qualidade de Superintendente de Comercializacao . ",O O O O O O O O B-numero_contrato O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
24,064/2017,041.001.009/2015,,"III TERMO ADITIVO AO CONTRATO BRB No 064/2017 Contratante : BRB - BANCO DE BRASILIA S / A. Contratada : 4BEARS INFORMATICA LTDA . Objeto do contrato : servicos de suporte tecnico especializado ao ambiente mainframe IBM . Objeto do termo aditivo : acrescer qualitativamente o contrato para incluir o servico de suporte a arquitetura Mainframe , a partir do mes de dezembro/2019 , o que representara um aumento percentual de 10,29 % sobre os servicos contratados . Aditivo firmado em : 18/12/2019 . Para efeitos fiscais e de direito , as partes dao ao instrumento contratual o novo valor de R$ 2.868.210,62 ( dois milhoes , oitocentos e sessenta e oito mil , duzentos e dez reais e sessenta e dois centavos ) . As despesas decorrentes do presente Contrato correrao com base no Orcamento de Investimentos e Dispendios , Natureza 4 - dispendio das estatais , e Fonte 1 - geracao propria . Signatarios do instrumento : pelo BRB , o Diretor DITEC , Sr. Fabiano Pereira Cortes e pela contratada , Sr. Elder Rocha Pereira Vicente . Processo BRB no : 041.001.009/2015 . Executor : Bruno Alves Teixeira . Fiscal : Alberto Rainha de Castro . Responsavel pela publicacao : Jean Felippe Mazepas , Gerente de Area . ",O O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O 
25,114/2015-SES,0060-006232/2015,13/12/2019,"Especie : Quarto Termo Aditivo ao Contrato no 114/ 2015-SES / DF . SIGGO : 32877 . Partes : DISTRITO FEDERAL , por intermedio de sua SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL e a UNIAO FEDERAL , POR INTERMEDIO DA IMPRENSA NACIONAL . CNPJ no 04.196.645/0001- 00 . Objeto : Prorrogar o prazo de vigencia do Contrato , por mais 12 ( doze ) meses , a contar de 17/12/2019 a 16/12/2020 , com base no Inciso II , Art. 57 da Lei n 8.666/93 . Vigencia : a contar da assinatura . Dotacao Orcamentaria : Unidade Orcamentaria : 23901 . Programa de Trabalho : 10122600285170052 . Natureza da Despesa : 339039 . Fonte de Recursos : 100000000 . Nota de Empenho : 2019NE09919 . Valor de empenho inicial : R$ 2.722,22 ( dois mil e setecentos e vinte e dois reais e vinte e dois centavos ) . Emitido em 26/11/2019 . Sob o evento : 400091 . Na modalidade : Global . Despesa de Publicacao : SES . Processo no : 0060-006232/2015 . Data de Assinatura : 13/12/2019 . Pela SES / DF : OSNEI OKUMOTO . Pela contratada : NELI DA COSTA SERAFIM GONCALVES . Testemunhas : CAMILA CALVET GUIMARAES e ANA PAULA SOUSA P. e SILVA . Publicacao do Ajuste Original : 11/01/2016 . ",O O O O O O O O B-numero_contrato I-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
26,32/2015,0098.002.072/2015,10/12/2019,"EXTRATO DO 6o TERMO ADITIVO AO CONTRATO No 32/2015 / SEMOB Processo : 0098.002.072/2015 . DAS PARTES : SEMOB x AVAL EMPRESA DE SEGURANCA LTDA . DA MODALIDADE : Pregao Eletronico no 10/2015 . DO OBJETO : 1)Prorrogar o prazo de vigencia do contrato por mais 12 meses , com base 4o , art. 57 da Lei no 8.666 , de 21 de junho de 1993 , pelo periodo compreendido de 10/12/2019 a 10/12/2020 e 2 ) Operacionalizar a Conta Vinculada , tratada na Lei n 4.636/2011 e Decreto Distrital n 36.164/2014 e alteracoes , conforme previsao na Clausula Oitava do contrato original . DA DOTACAO ORCAMENTARIA : O valor do contrato permanece inalterado , valor mensal de RS 633.719,49 ( seiscentos e trinta e tres mil , setecentos e dezenove reais e quarenta e nove centavos ) e anual de RS 7.604.633,88 ( sete milhoes , seiscentos e quatro mil , seiscentos e trinta e tres reais e oitenta e oito centavos ) . DA VIGENCIA : O presente Termo Aditivo entra em vigencia a partir da data de sua assinatura , podendo ser rescindido por parte da Contratante , em virtude de nova contratacao , ficando vedada qualquer aplicacao de multa ou penalidade , Caso o Termo seja assinado de forma eletronica , considerar-se-a para efeito de inicio da vigencia , a data em que o ultimo signatario do Termo assinar . DATA DA ASSINATURA : 10/12/2019 . DOS SIGNATARIOS : Pela Contratante , VALTER CASIMIRO SILVEIRA , na qualidade de Secretario e Estado de Transporte e Mobilidade e pela Contratada , ALEXANDRE AUGUSTO BRANCO DE ARAUJO , na qualidade de Representante . ",O O O O O O O O B-numero_contrato O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
27,12,00090.0001177772018-10,11/12/2019,"EXTRATO DO 1 TERMO ADITIVO AO ACORDO DE COOPERACAO Processo : 00090. 0001177772018-10 . DAS PARTES : SEMOB x INSTITUTO TELLUS . DO OBJETO : ) . Prorrogar o prazo de vigencia do contrato por mais 12 meses , com base 4o , art. 57 da Lei no 8.666 , de 21 de junho de 1993;2 ) . Alterar o polo CONTRATANTE do contrato originario , com fundamento no artigo 58 , inciso I , da Lei no 8.666/93 , passando a denominacao da representacao de SECRETARIA DE ESTADO DE MOBILIDADE DO DISTRITO FEDERAL para SECRETARIA DE ESTADO DE TRANSPORTE E MOBILIDADE DO DISTRITO FEDERAL , mantendo o mesmo CNPJ / MF no 00.394.726/ 0001-56 . DA VIGENCIA : O presente Termo Aditivo entra em vigencia a partir da data de sua assinatura , podendo ser rescindido por parte da Contratante , em virtude de nova contratacao , ficando vedada qualquer aplicacao de multa ou penalidade ; caso o Termo seja assinado de forma eletronica , considerar-se-a para efeito de inicio da vigencia , a data em que o ultimo signatario do Termo assinar . DATA DA ASSINATURA : 11/12/2019 . DOS SIGNATARIOS : Pela Contratante , VALTER CASIMIRO SILVEIRA , na qualidade de Secretario e Estado de Transporte e Mobilidade e pela Contratada , GERMANO SOUZA GUIMARAES , na qualidade de Diretor Presidente . ",O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
28,033/2016,0113-009012/2016,18/12/2019,"EXTRATO DE TERMO ADITIVO Processo : 0113-009012/2016 ; Especie : 3 Termo Aditivo ao Contrato no 033/2016 ( SEI 33047165 ) ; CONTRATANTE : DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL , CNPJ 00.070.532/ 0001-03 ; CONTRATADA : SOS TECNOLOGIA E GESTAO DA INFORMACAO LTDA , CNPJ 04.744.134/ 0001-78 ; OBJETO : Prorrogacao do prazo de vigencia contratual e aditivo de 25 % sobre os itens 157 , 160 e 161 ; EMBASAMENTO LEGAL : art. 57 , Inciso II e art. 65 , inciso I , alinea "" b "" e 1o da Lei no 8666/1993 ; DATA DE ASSINATURA : 18/12/2019 ; VIGENCIA : 12 ( doze ) meses , de 21/12/2019 a 21/12/2020 ; VALOR : R$ 3.194.755,10 ( tres milhoes , cento e noventa e quatro mil setecentos e cinquenta e cinco reais e dez centavos ) ; DOTACAO ORCAMENTARIA : As despesas decorrentes do presente Termo Aditivo correrao a conta do orcamento do DER / DF para o exercicio corrente , a ser emitido posteriormente ; DESPESAS DE PUBLICACAO : Correrao sob a responsabilidade do DER / DF ; Pela CON T R ATA N T E : Eng . FAUZI NACFUR JUNIOR e Pela CONTRATADA : ALESSANDRO DE SOUZA QUEIROZ . ",O O O O O O B-processo_gdf O O O O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
29,01/2016,0111.001987/2015,17/12/2019,"Processo : 0111.001987/2015 ; Especie : 5o Termo Aditivo ao Contrato no 01/2016 , Publicado em 25/01/2016 ; CONTRATANTES : COMPANHIA IMOBILIARIA DE BRASILIA - TERRACAP e OI S/A ; OBJETO : Aditar o referido contrato , cujo objeto e a prestacao de servicos continuos de chamadas telefonicas de longa distancia , nacionais ( chamadas interurbanas ) e chamadas internacionais originadas de telefones fixos , visando prorrogar o prazo de vigencia contratual . ; EMBASAMENTO LEGAL : conforme Decisao no 086/ 2019-DIRAF , datada em 05/12/2019 , Considerando o Parecer Normativo no 203/2016- ACJUR ; DATA DE ASSINATURA : 17/12/2019 ; VIGENCIA : 2 meses , contados da data do seu vencimento ; PRAZO DE EXECUCAO : 12 meses ; VALOR : R$ 7.374,95 ( sete mil , trezentos e setenta e quatro reais e noventa e cinco centavos ) . DOTACAO ORCAMENTARIA : Programa de Trabalho 23.122.6001.8517.9763 - MANUTENCAO DE SERVICOS ADMINISTRATIVOS GERAIS DA COMPANHIA IMOBILIARIA DE BRASILIA , Elemento de Despesa 3390.90 - Outros Servicos de Terceiros ; DESPESAS DE PUBLICACAO : Correrao sob a responsabilidade da TERRACAP ; P / CONTRATANTE : Gilberto Magalhaes Occhi , Edward Johnson Goncalves de Abrantes ; P / CONTRATADA : Ivanilde Rosa Bezerra e Davi de Oliveira Bertucci ; TESTEMUNHAS : Leandro do Carmo Cruz e Bruno da Silva Santos . ",O O B-processo_gdf O O O O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
30,04/2018,00054-00102982/2019-01,11DEZ2019,"EXTRATO DO 2o TERMO ADITIVO AO CONTRATO N 04/2018 Processo de origem : 054.002.237/2017 . Processo SEI : 00054-00102982/ 2019-01 ; ESPECIE : 2o Termo Aditivo ao Contrato n. 04/2018 ; CONTRATANTE : DISTRITO FEDERAL , CONTRATADA : ASSOCIACAO DOS MEDICOS DO GRUPO SANTA - AMGS , CNPJ N. 23.471.994/ 0001-20 ; OB J E TO : Alterar a vigencia do contrato , a que faz mencao o Primeiro Termo Aditivo ao contrato , o qual passa a encerrar-se em 09DEZ2019 ; EMBASAMENTO LEGAL : artigo 57 , 1o , Inciso II , da Lei Federal n. 8.666/1993 ; DATA DA ASSINATURA : 11DEZ2019 , ASSINANTES : Pelo DF : CEL EDMAR - Chefe do DSAP ; Pela Contratada : ANDRE SALES BRAGA - Representante legal . ",O O O O O O O O B-numero_contrato O O O O B-processo_gdf O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O 
31,04/2018,00054-00102982/2019-01,11DEZ2019,"EXTRATO DO 3o TERMO ADITIVO AO CONTRATO N 04/2018 Processo de origem : 054.002.237/2017 . Processo SEI : 00054-00102982/ 2019-01 ; ESPECIE : 3o Termo Aditivo ao Contrato n. 04/2018 ; CONTRATANTE : DISTRITO FEDERAL , CONTRATADA : ASSOCIACAO DOS MEDICOS DO GRUPO SANTA - AMGS , CNPJ N. 23.471.994/ 0001-20 ; OB J E TO : Prorrogar o prazo de vigencia do Contrato por mais 07 ( Sete ) meses , encerrando-se em 30JUL2020 ; EMBASAMENTO LEGAL : artigo 57 , 1o , Inciso II , da Lei Federal n. 8.666/1993 ; VA L O R ENVOLVIDO NA EXECUCAO : R$ 1.389.998,35 ( Um milhao trezentos e oitenta e nove mil novecentos e noventa e oito reais e trinta e cinco centavos ) ; DATA DA ASSINATURA : 11DEZ2019 , ASSINANTES : Pelo DF : CEL EDMAR - Chefe do DSAP ; Pela Contratada : ANDRE SALES BRAGA - Representante legal . ",O O O O O O O O B-numero_contrato O O O O B-processo_gdf O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O 
