dodf,num_doc_dodf,data_doc_dodf,ato,texto_ato,hierarquia_lotacao,orgao,motivo,nome,matricula,cargo_efetivo,vigencia,matricula_SIAPE,cargo_comissionado,simbolo,a_pedido_ou_nao,IOB
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR o MAJ QOPM EMILIO CASTELLAR, matricula 50.624-9, do Cargo de Piloto, da Coordenacao de Transporte Aereo, da Subchefia de Administracao Geral, da Casa Militar, da Governadoria vernadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-4, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Coordenacao de Transporte Aereo, da Subchefia de Administracao Geral","Casa Militar, da Governadoria vernadoria do Distrito Federal",,MAJ QOPM EMILIO CASTELLAR,50.624-9,,,,Piloto,,,O O B-nome I-nome I-nome I-nome O O B-matricula O O O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR o MAJ QOBM/Comb. RENATO DE FREITAS MENDES, matricula 1414786, do Cargo de Piloto, da Coordenacao de Transporte Aereo, da Subchefia de Administracao Geral, da Casa Militar, da Governadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-4, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Coordenacao de Transporte Aereo, da Subchefia de Administracao Geral","Casa Militar, da Governadoria do Distrito Federal",,RENATO DE FREITAS MENDES,1414786,,,,Piloto,,,O O O O O B-nome I-nome I-nome I-nome O O B-matricula O O O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, o 1o SGT QPPMC FERNANDO CESAR DUTRA, matricula 12.665-9, do Cargo de Seguranca de Instalacoes, do Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca de Instalacoes, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca, da Casa Militar, da Governadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-2, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca de Instalacoes, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca","Casa Militar, da Governadoria do Distrito Federal",", por estar sendo nomeado para outro cargo",SGT QPPMC FERNANDO CESAR DUTRA,12.665-9,,,,Seguranca de Instalacoes,,,O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo B-motivo O O B-nome I-nome I-nome I-nome I-nome B-motivo O B-matricula O O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado B-motivo O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao B-motivo O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao B-motivo O O O O O O O O O B-cargo_comissionado O B-motivo O B-motivo O O O O O B-motivo O B-motivo O O O O B-motivo O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, o MAJ QOPM EDVA DE OLIVEIRA SOUSA, matricula 50.328-2, do Cargo de Natureza Especial, Simbolo CNE-07, de Diretor, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca, da Casa Militar, da Governadoria do Distrito Federal.","Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca","Casa Militar, da Governadoria do Distrito Federal",por estar sendo nomeado para outro cargo,MAJ QOPM EDVA DE OLIVEIRA SOUSA,50.328-2,,,,Diretor,CNE-07,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O O B-nome I-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, o 3o SGT QPPMC SINVAL LUIZ DO NASCIMENTO, matricula 21.041-2, do Cargo de Seguranca de Autoridades, do Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca, da Casa Militar, da Governadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-2, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca","Casa Militar, da Governadoria do Distrito Federal",por estar sendo nomeado para outro cargo,3o SGT QPPMC SINVAL LUIZ DO NASCIMENTO,21.041-2,,,,Seguranca de Autoridades,,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O O B-nome I-nome I-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O B-cargo_comissionado O O O O O O O O O O O O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR o ST QPPMC GILMAR REIS E SILVA, matricula 18.649-X, do Cargo de Seguranca de Autoridades, do Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca, da Casa Militar, da Governadoria vernadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-2, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca","Casa Militar, da Governadoria vernadoria do Distrito Federal",,GILMAR REIS E SILVA,18.649-X,,,,Seguranca de Autoridades,,,O O O O B-nome I-nome I-nome I-nome O O B-matricula O O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O B-cargo_comissionado O O O O O O O O O O O O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR o CB QPPMC DYAN CALISTA BEZERRA, matricula 22.243-7, do Cargo de Seguranca ranca de Autoridades, do Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguran ca, da Casa Militar, da Governadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-1, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguran ca","Casa Militar, da Governadoria do Distrito Federal",,CB QPPMC DYAN CALISTA BEZERRA,22.243-7,,,,Seguranca ranca de Autoridades,,,O O B-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O B-cargo_comissionado O O O O O O O O O O O O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR o 3o SGT QPPMC EILAN CESAR PEREIRA, matricula 17.727-X, do Cargo de Seguranca guranca de Autoridades, do Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca, da Casa Militar, da Governadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-1, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca","Casa Militar, da Governadoria do Distrito Federal",,3o SGT QPPMC EILAN CESAR PEREIRA,17.727-X,,,,Seguranca guranca de Autoridades,,,O O B-nome I-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O B-cargo_comissionado O O O O O O O O O O O O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR o 1o TEN QOBM/Intd. ALEXANDRE HENRIQUE PEREIRA DA SILVA, matricula 14031477, do Cargo de Chefe, do Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca, da Casa Militar, da Governadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-3, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Nucleo de Equipes, da Gerencia de Seguranca, da Diretoria de Seguranca Pessoal, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca","Casa Militar, da Governadoria do Distrito Federal",,1o TEN QOBM/Intd. ALEXANDRE HENRIQUE PEREIRA DA SILVA,14031477,,,,Chefe,,,O O B-nome I-nome I-nome I-nome I-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O B-nome O B-nome O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, o 3o SGT QBMG-2 IVONILDO DE SOUZA GUARDA, matricula 1404874, do Cargo de Assessor Tecnico, do Nucleo de Seguranca e Credenciamento, ciamento, da Diretoria de Credenciamento e Controle da Informacao, da Subchefia de Seguranca da Informacao e Comunicacao, da Casa Militar, da Governadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-2, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Nucleo de Seguranca e Credenciamento, ciamento, da Diretoria de Credenciamento e Controle da Informacao, da Subchefia de Seguranca da Informacao e Comunicacao","Casa Militar, da Governadoria do Distrito Federal",por estar sendo nomeado para outro cargo,3o SGT QBMG-2 IVONILDO DE SOUZA GUARDA,1404874,,,,Assessor Tecnico,,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O O B-nome I-nome I-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, o 3o SGT QBMG-1 MARCUS CESAR MARTINS VASCONCELOS, matricula 1405901, do Cargo de Assessor Tecnico, Gerencia de Operacoes, da Diretoria de Administracao e Operacoes, da Subchefia de Seguranca da Informacao e Comunicacao, da Casa Militar, da Governadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-1, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Gerencia de Operacoes, da Diretoria de Administracao e Operacoes, da Subchefia de Seguranca da Informacao e Comunicacao","Casa Militar, da Governadoria do Distrito Federal",por estar sendo nomeado para outro cargo,3o SGT QBMG-1 MARCUS CESAR MARTINS VASCONCELOS,1405901,,,,Assessor Tecnico,,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O O B-nome I-nome I-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O B-cargo_comissionado I-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, IRON DO PRADO do Cargo em Comissao, Simbolo DFA-13, de Assessor, da Subchefia de Seguranca da Informacao e Comunicacao, da Casa Militar, da Governadoria do Distrito Federal.",Subchefia de Seguranca da Informacao e Comunicacao,"Casa Militar, da Governadoria do Distrito Federal",por estar sendo nomeado para outro cargo,IRON DO PRADO,,,,,Assessor,DFA-13,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR RUBENILSON VENCESLAU DA SILVA do Cargo em Comissao, Simbolo DFA-14, de Assessor, da Subchefia de Seguranca da Informacao e Comunicacao, da Casa Militar, da Governadoria nadoria do Distrito Federal.",Subchefia de Seguranca da Informacao e Comunicacao,"Casa Militar, da Governadoria nadoria do Distrito Federal",,RUBENILSON VENCESLAU DA SILVA,,,,,Assessor,DFA-14,,O B-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR o 1o SGT QBMG-1 CARLOS ALBERTO RIBEIRO DA SILVA, matricula 1402891, do Cargo de Assessor Tecnico, Gerencia de Operacoes, da Diretoria de Adminis tracao e Operacoes, da Subchefia de Seguranca da Informacao e Comunicacao, da Casa Militar, da Governadoria do Distrito Federal, bem como cessar o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-2, nos termos do Artigo 1o, 1o, da Lei no 5.007, de 21 de dezembro de 2012.","Gerencia de Operacoes, da Diretoria de Adminis tracao e Operacoes, da Subchefia de Seguranca da Informacao e Comunicacao",Governadoria do Distrito Federal,,1o SGT QBMG-1 CARLOS ALBERTO RIBEIRO DA SILVA,1402891,,,,Cargo de Assessor Tecnico,,,O O B-nome I-nome I-nome I-nome I-nome I-nome I-nome I-nome O O B-matricula O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O O O O O B-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O B-nome O B-nome O O O O O O O O O O O O O
40_21.28.1.2015,21,28.1.2015,Ato_Exoneracao_Comissionado,"EXONERAR, por ter sido nomeada para outro cargo, ALESSANDRA PINTO MARTINS, matricula 33.891-5, do Cargo em Comissao, Simbolo DFA-12, de Assessor, da Gerencia de Emergencias Medicas, cas, da Diretoria de Diretoria de Emergencias Medicas e Prevencao de Sinistros, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca, da Casa Militar, da Governadoria do Distrito Federal, a contar de 20 de janeiro de 2015.","Gerencia de Emergencias Medicas, cas, da Diretoria de Diretoria de Emergencias Medicas e Prevencao de Sinistros, da Coordenacao de Seguranca, da Subchefia de Operacoes de Seguranca","Casa Militar, da Governadoria do Distrito Federal",por ter sido nomeada para outro cargo,ALESSANDRA PINTO MARTINS,33.891-5,,20 de janeiro de 2015,,Assessor,DFA-12,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O B-vigencia I-vigencia I-vigencia I-vigencia I-vigencia O
